publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
MTV Games,Music,Harmonix,"AC/DC LIVE: Rock Band features the master recordings from the best of the band's live performances. The live recording was specially remixed for Rock Band by Mike Fraser.  The game features 18 tracks, with more than 99 minutes of game play for each instrument.",AC/DC Live: Rock Band Track Pack,http://www.ign.com/games/acdc-live-rock-band-track-pack/wii-14285454,http://wii.ign.com/articles/945/945762p1.html,39.98 USD,5.5,Wii Xbox 360 PS3 PS2,"November 16, 2008","http://www.ign.com/games/just-dance-2017/wii-20064671,http://www.ign.com/games/just-dance-3/wii-110685,http://www.ign.com/games/just-dance-2/wii-73471,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.1,Lyrics,T for Teen,Mediocre
Electronic Arts,"Online, Action",Pandemic Studios,"The Lord of the Rings: Conquest puts players into the thick of the tremendous battle over The One Ring, playing out battles from both sides of the confrontation! Conquest will let players take control of many of the characters and creatures from the series and pit them on any of the franchise's famous battlefields. From Cave-trolls to Oliphaunts to the Balrog and even Sauron, practically the entire universe will be available for battle with up to 150 characters on-screen at any one time. Up to 16 players will be able to clash online, with four players able to play cooperatively through the main campaign either online or via four-player split-screen. And with two distinct campaigns to play through, including an original take on what would happen if Sauron regained control of the One Ring, the game promises plenty of scenarios to wage battle through.",The Lord of the Rings: Conquest,http://www.ign.com/games/the-lord-of-the-rings-conquest/pc-14252775,http://pc.ign.com/articles/946/946052p1.html,49.99 USD,7.0,PC NDS Xbox 360 PS3,"January 13, 2009","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.0,Violence,T for Teen,Good
"TikGames, Creat Studios",Action,"Creat Studios, TikGames","Magic Orbz (originally known as Magic Ball) offers a fresh spin on classic brick-breaking gameplay, in which players bust apart a 3D environment, piece by piece. Using realistic physics and an advanced system of object destruction, Magic Ball features PS3 trophy support and almost 50 levels to demolish and conquer. Smash your way through dozens of colorful and stylized levels including pirate islands amid shark-infested waters, and castles filled with noble knights and courtly ladies. Power up your paddle with special enhancements like cannons and laser attachments. Plus, powerful earthquakes that rock the whole level and fiery meteor showers that rain down from the sky make the game an action-packed and engaging experience in single, cooperative and competitive multiplayer modes. Magic Ball is presented in stunning 1080p and its Multiplayer Online game mode supports in-game live voice communications.",Magic Orbz,http://www.ign.com/games/magic-orbz/ps3-14296183,http://ps3.ign.com/articles/946/946037p1.html,9.99 USD,7.5,PS3 iPhone,"January 15, 2009","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.6,"Alcohol Reference, Mild Cartoon Violence",E for Everyone,Good
Game Factory,Party,"Neko Entertainment, Eko Software","Designed for girls ages six and older, Bratz Kidz Slumber Party for the Wii features a collection of mini-games set in a slumber party environment. Up to four players can choose and customize any of their favorite Bratz Kidz characters and dress them up using a selection of 350 fashion accessories and clothing items. Players can utilize the intuitive motion controls of the Nintendo Wii system to browse the party photo album and complete missions that test their speed, endurance, reflexes and precision abilities.",Bratz Kidz,http://www.ign.com/games/bratz-kidz/wii-14247930,http://wii.ign.com/articles/945/945752p1.html,29.99 USD,2.5,Wii NDS,"November 11, 2008","http://www.ign.com/games/mario-party-9/wii-110860,http://www.ign.com/games/mario-party-8/wii-853824,http://www.ign.com/games/wii-party/wii-73533,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Awful,3.8,No Descriptors,E for Everyone,Painful
Sony Computer Entertainment,"First-Person, Shooter","Guerrilla Games, SIE Europe","Two years after the Helghast assault on Vekta, the ISA is bringing the fight to the enemy's home world of Helghan.  Taking the role of Sev, the battle-hardened veteran of the special forces unit known as the Legion, players will embark upon a mission to the planet Helghan to capture the Helghast leader, Emperor Visari, and bring the enemy's war machine to a halt.  For Sev and his squad, the invasion of Helghan is just the beginning.  Tasked with securing Pyrrhus, the Capital City, the team quickly discovers that the Helghast are a formidable enemy on their home planet.  Not only have they adjusted to the planet's hostile conditions, they have also harnessed a source of power from the environment that can be used against the ISA.  Sev and his team soon discover the fight is greater than simply addressing the enemy forces; the Legion must also learn how to handle the effects of the fierce enemy planet.",Killzone 2,http://www.ign.com/games/killzone-2/ps3-748475,http://ps3.ign.com/articles/949/949161p1.html,59.99 USD,9.4,PS3,"February 27, 2009","http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/ps3-20007854,http://www.ign.com/games/far-cry-4/ps3-20018319,http://www.ign.com/games/dust-514/ps3-27062,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Great,8.9,"Blood and Gore, Intense Violence, Strong Language",M for Mature,Amazing
IGS Games,Simulation,Eversim,"Commander in Chief puts players in President Obama's shoes. Players face the same complex issues as President Obama – economics, energy, national security, terrorism, and all things politic – and can test their ability in five levels of difficulty to govern the U.S. on a world stage, responding to actions taken by fellow global leaders, just like in real life.

Commander in Chief is played on a detailed 3D world map showing 192 countries and 8,000 cities in a visually stimulating user interface with multiple windows, on-screen video inserts, and scrolling ticker tapes. Each country has current data on 400 key factors. Commander in Chief also includes data from 50 international organizations including the United Nations, G7, NATO, NAFTA, and OPEC, adding another layer of real world relationships.",Commander in Chief: Geo-Political Simulator 2009,http://www.ign.com/games/commander-in-chief-geo-political-simulator-2009/pc-14304545,http://pc.ign.com/articles/949/949086p1.html,39.95 USD,4.5,PC,"January 20, 2009","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Mediocre,5.6,"Drug Reference, Mild Violence, Sexual Themes",T for Teen,Bad
iChromo,Puzzle,iChromo,,Quadrum:colors,http://www.ign.com/games/quadrumcolors/iphone-14318731,http://wireless.ign.com/articles/949/949142p1.html,,6.0,iPhone,,"http://www.ign.com/games/angry-birds-2/iphone-20040423,http://www.ign.com/games/valiant-hearts-the-great-war/iphone-20022991,http://www.ign.com/games/road-not-taken/iphone-168116,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Mediocre,5.0,,,Okay
Ubisoft,Simulation,,Cesar Millan's Dog Whisperer uses interactive games to teach Cesar Millan's world-renowned methodology and help owners understand how their dogs' minds work.,Cesar Millan's The Dog Whisperer,http://www.ign.com/games/cesar-millans-the-dog-whisperer/pc-14273140,http://pc.ign.com/articles/948/948778p1.html,19.99 USD,3.0,PC NDS,"October 14, 2008","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Mediocre,5.2,No Descriptors,E for Everyone,Awful
Microsoft,Board,FunTown World Limited,"This version of the traditional Chinese tile game is made for the whole family to play! It includes the ability to compete against your friends on Xbox LIVE or against AI opponents. You can also earn achievements, aim for the top of the leaderboards, and enjoy tons of exciting Mahjong variations!",FunTown Mahjong,http://www.ign.com/games/funtown-mahjong/xbox-360-14315672,http://xboxlive.ign.com/articles/949/949078p1.html,10 USD,4.5,Xbox 360,"January 28, 2009","http://www.ign.com/games/hasbro-family-game-night-pictureka/xbox-360-84685,http://www.ign.com/games/battle-vs-chess/xbox-360-74196,http://www.ign.com/games/monopoly-streets/xbox-360-73464,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Mediocre,5.0,,E for Everyone,Bad
NIS,RPG,Gust,"A mysterious epidemic called Infel Pira Dependency (IPD) has been driving Reyvateils insane and killing them at the floating land of Metafalss. Croix, a young knight from the Church of Pastalia, is  sent to contain the epidemic.  However, many more challenges await, which lead him to unraveling the mysteries of the planet Ar Ciel and seek the legend handed down by the people of Metafalss: the lost Song of Metafalica.

Ar Tonelico 2 marks a new approach to the RPG genre by seamlessly combining simulation with role-playing.  Gamers can not only synthesize weapons and items, but now design their character's characteristics through virtual interaction.  Also past events will intersect with future game play as well as the outcome of the game.",Ar Tonelico 2: Melody of MetaFalica,http://www.ign.com/games/ar-tonelico-2-melody-of-metafalica/ps2-14271638,http://ps2.ign.com/articles/949/949126p1.html,39.99 USD,8.4,PS2,"January 20, 2009","http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/final-fantasy-x/ps2-14008,http://www.ign.com/games/final-fantasy-xii/ps2-488222,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.7,"Language, Mild Fantasy Violence, Partial Nudity, Suggestive Themes",T for Teen,Great
