publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Konami,Music,Konami,"The revolutionary interactive DJ simulation game comes to America for the first time on the PlayStation 2, combining high-energy pulsating music with cutting-edge videos.  Utilizing a specially designed DJ controller and featuring more than 50 tracks, beatmania lets gamers feel the vibe, drop the beats and create the pulsing energy of a club in their own homes.",Beatmania,http://www.ign.com/games/beatmania-14232345/ps2-748592,http://ps2.ign.com/articles/698/698893p1.html,39.99 USD,6.0,PS2,"March 28, 2006","http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/guitar-hero-ii/ps2-823033,http://www.ign.com/games/guitar-hero-iii-legends-of-rock/ps2-899095,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.9,"Mild Lyrics, Suggestive Themes",E10+ for Everyone 10 and older,Okay
Codemasters,"Persistent Online, RPG","CCR, Inc.","RF Online is an epic mix of traditional fantasy MMOG mixed with unique futuristic sci-fi action. Set in a deep space galaxy known as Novus, take your pick from three all-powerful waring factions leading your character into the final battle for total control over the entire Novus galaxy. Chose from the Bellato Union, taking control of individual robot battle units like never seen before within any MMOG; Holy Alliance Cora, the mystical and fantasy orientated race utilising the power of magic; and finally the mighty Accretia Empire, a futuristic alien race intent on spreading destruction across the entire sector with their advanced weaponry systems.",RF Online,http://www.ign.com/games/rf-online-141113/pc-767065,http://pc.ign.com/articles/698/698884p1.html,49.99 USD,5.5,PC,"February 21, 2006","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.1,"Fantasy Violence, Suggestive Themes",T for Teen,Mediocre
Aspyr,Action,Luxoflux Corp.,"Players wield the ultimate power as a rogue street cop in True Crime: New York City.  Gamers assume the role of Marcus Reed, a former criminal turned cop, and use and abuse their authority to hunt down the murderer of Marcus' mentor while also cleaning up Manhattan neighborhoods from Harlem to Chinatown.  Undercover investigations weave players through a murderous web of gangs and deceit as they battle crooks, Marcus' past and everything else the city throws at them.",True Crime: New York City,http://www.ign.com/games/true-crime-new-york-city/pc-781408,http://pc.ign.com/articles/698/698836p1.html,29.99 USD,6.5,PC PS2 Cell GCN Xbox,"March 24, 2006","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.0,"Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",M for Mature,Okay
Sony Online Entertainment,"Persistent Online, RPG",Sony Online Entertainment,"High above the mightiest peaks of Norrath a secret world exists. This Overrealm, made up of enormous islands of land suspended in the air, is home to aviaks and creatures never-before seen, but it is the splintered and warring dragons who rule it. Driven by lust for power, religious zealotry, and consuming rage, the most ancient of the world's creatures now find common cause in a plot to destroy Norrath!

In this EverQuest II expansion, an entirely new form of advancement introduces enhancements and abilities that allow you to specialize and individualize your character in exciting ways, while level ranges for adventurers, artisans, and guilds are all increased. Player-versus-player gaming expands with four deadly new Arena Champions and two new Arena zones. Ten new adventure areas, from lush jungles to temples of Olympian splendor, 25 new enemies and troves full of new treasures all open up fresh game play and visual experiences.",EverQuest II: Kingdom of Sky,http://www.ign.com/games/everquest-ii-kingdom-of-sky/pc-789072,http://pc.ign.com/articles/696/696606p1.html,29.99 USD,7.7,PC,"February 21, 2006","http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505,http://www.ign.com/games/the-witcher-3/pc-134497,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.7,"Suggestive Themes, Use of Alcohol, Violence",T for Teen,Good
Atari,Racing,Reflections Interactive,"The fourth edition of the genre-defining action/driving game by Reflections Interactive, this new edition is set in New York City and features an open mission structure as well as online play features.

This Limited Edition entry features a soundtrack CD (featuring music by The Temptations, Elvis Costello, Curtis Mayfield, James Brown, Marvin Gaye, David Bowie, The Departure, ZZZ, Flesh Eating Zombies, and the Kaiser Chiefs), a making-of DVD (with interviews and other features), a game map of New York City, and mini-posters of the game's characters.",Driver: Parallel Lines,http://www.ign.com/games/driver-parallel-lines/ps2-815845,http://ps2.ign.com/articles/695/695110p1.html,49.99 USD,7.2,PS2,"March 14, 2006","http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/atari-racing-collection/ps2-483265,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.5,"Blood, Drug Reference, Intense Violence, Partial Nudity, Sexual Themes, Strong Language",M for Mature,Good
Nintendo,Puzzle,Nintendo,"A new portable edition of the world's most renown puzzle game. Each of the DS version's six modes of play features a theme based on a classic Nintendo game, such as Super Mario Bros., The Legend of Zelda or Metroid.  The traditional Tetriminos (falling blocks) and line-clearing strategy remain the staples of the game, but the touch screen adds a new element of interactivity. Some modes give players special Tetris puzzles to solve.  Others feature head-to-head action between two players, or massive wireless battles between 10 DS users (even if only one player has a game card). Players also can log onto Nintendo Wi-Fi Connection to compete in two- or four-player battles. Tetris DS even includes a point-based rating system based on players' battle results. Opponents can see one another's ratings, which indicate their skill levels.",Tetris DS,http://www.ign.com/games/tetris-ds/nds-726069,http://ds.ign.com/articles/696/696181p1.html,32.99 USD,9.0,NDS,"March 20, 2006","http://www.ign.com/games/super-scribblenauts/nds-45898,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/nds-854922,http://www.ign.com/games/scribblenauts/nds-14304256,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Great,8.9,,E for Everyone,Amazing
Gameloft,Sports,Gameloft,,AND 1 Streetball,http://www.ign.com/games/and-1-streetball/cell-793789,http://wireless.ign.com/articles/696/696213p1.html,,7.9,Cell Xbox PS2,"Mar 15, 2006","http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/tank-racer/cell-757425,http://www.ign.com/games/bubble-town-2/cell-41687,http://www.ign.com/games/frogger-puzzle/cell-781414,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Good
Atari,"Economic, Simulation",Deep Red Games,"In

, players become moguls by constructing and customizing hundreds of businesses and famous landmarks anywhere and anyway they want in a bustling simulation of New York City. Players start from humble beginnings as a budding entrepreneur, and build a Manhattan empire by creating, upgrading, and customizing more than 100 types of major businesses. Some challenges include running a nightclub, owning a hot new restaurant, staging a concert in Central Park, and opening a Broadway theater. With world-renowned landmarks, true-to-life neighborhoods, real-world brands, and spectacular New York events, Tycoon City: New York puts players in the thick of the action, becoming major moguls in America's most exciting city.",Tycoon City: New York,http://www.ign.com/games/tycoon-city-new-york/pc-729117,http://pc.ign.com/articles/696/696173p1.html,19.99 USD,7.0,PC,"February 21, 2006","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.6,"Alcohol Reference, Crude Humor, Suggestive Themes",T for Teen,Good
Atari,Action,Reflections Interactive,"The fourth edition of the genre-defining action/driving game by Reflections Interactive, this new edition is set in New York City and features an open mission structure unfolding a story of doublecross and revenge set over 2 distinct eras of New York City.",Driver: Parallel Lines,http://www.ign.com/games/driver-parallel-lines/ps2-748577,http://ps2.ign.com/articles/696/696074p1.html,19.99 USD,7.2,PS2 PC Xbox Wii,"March 14, 2006","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.0,"Blood, Drug Reference, Intense Violence, Partial Nudity, Sexual Themes, Strong Language",M for Mature,Good
Electronic Arts,Simulation,Maxis,"This expansion for The Sims 2 lets you put your sims to work.  Now your Sims can create their own businesses. They can design their own clothing boutique, beauty salon, florist, high-end electronics shop, bustling restaurant chain, or virtually any other type of business. Hire your staff as the business grows and put talented Sims to work making toys, running the register, crafting floral bouquets, giving sales pitches, or manufacturing robots. But watch out for slacker employees and be prepared to fire them on the spot. From clever tinkerer to master craftsman, develop your Sim's talents to best suit your business needs. Will they build a thriving business empire or become eccentric entrepreneurs designing the next big thing?",The Sims 2: Open for Business,http://www.ign.com/games/the-sims-2-open-for-business/pc-772396,http://pc.ign.com/articles/695/695940p1.html,29.99 USD,7.8,PC Mac,"February 28, 2006","http://www.ign.com/games/civilization-beyond-earth/pc-20016115,http://www.ign.com/games/simcity/pc-128952,http://www.ign.com/games/civilization-beyond-earth-rising-tide/pc-20040683,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.3,"Crude Humor, Sexual Themes, Violence",T for Teen,Good
Vivendi Games,Action,,"An adventure game based on the sequel to Fox's CG animated film.

The Ice Age is ending and our subzero heroes return in this action adventure video game set in a melting paradise of water parks, geysers and tar pits. Manny the Mammoth, Sid the Sloth and Diego the Sabre-Toothed Tiger are back and realize that the melting glaciers will soon flood their valley. With the help of everyone's favorite sabre-toothed squirrel from the first movie, Scrat, help your big friends cross the perilous landscape to safety. Scrat will dig, swim, sniff, spin and roll his in his never-ending quest to collect acorns. In the process, he serves as the unwitting hero in the quest to save the land from a giant flood.",Ice Age 2: The Meltdown,http://www.ign.com/games/ice-age-2-arctic-slide/ps2-790400,http://ps2.ign.com/articles/695/695948p1.html,39.99 USD,7.9,PS2 GCN Wii PC GBA Xbox Cell NDS,"March 14, 2006","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.2,"Crude Humor, Mild Cartoon Violence",E10+ for Everyone 10 and older,Good
