publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Telltale Games,Adventure,"Telltale Games, Videlectrix","Starring Strong Bad, the self-proclaimed coolest person ever, Strong Bad's Cool Game for Attractive People is a story-driven series with a comic spin that's undeniably Strong Bad. The player uncovers each episode's comedic plot through character interaction, dialog-based puzzles, and the use (and abuse) of inventory items. In addition, each episode will be crammed with time-wasters to keep players poking around in the world, including Strong Bad emails to check, prank phone calls to place, and mini-games styled after the arcade games on the Homestarrunner.com website.

Strong Bad's Cool Game for Attractive People comes out monthly as a five-episode ""season"" akin to a season of television. The episodes will come out on a monthly schedule.",Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,http://www.ign.com/games/strong-bads-cool-game-for-attractive-people-episode-3/pc-14246373,http://pc.ign.com/articles/924/924235p1.html,8.95 USD,8.4,PC Wii Mac PS3,"October 20, 2008","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.8,"Alcohol Reference, Crude Humor, Mild Cartoon Violence, Mild Suggestive Themes",E10+ for Everyone 10 and older,Great
Bethesda  Softworks,Action,Bethesda Game Studios,"Vault 101 -- Jewel of the Wastes. For 200 years, Vault 101 has faithfully served the surviving residents of Washington DC and its environs, now known as the Capital Wasteland. Though the global atomic war of 2077 left the US all but destroyed, the residents of Vault 101 enjoy a life free from the constant stress of the outside world. Giant Insects, Raiders, Slavers, and yes, even Super Mutants are all no match for superior Vault-Tec engineering. Yet one fateful morning, you awake to find that your father has defied the Overseer and left the comfort and security afforded by Vault 101 for reasons unknown. Leaving the only home you've ever known, you emerge from the Vault into the harsh Wasteland sun to search for your father, and the truth.",Fallout 3,http://www.ign.com/games/fallout-3/ps3-901269,http://ps3.ign.com/articles/924/924345p1.html,59.99 USD,9.4,PS3 Xbox 360 PC,"October 28, 2008","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/ps3-20007854,http://www.ign.com/games/the-witch-and-the-hundred-knights-nis/ps3-118900,http://www.ign.com/games/borderlands-2/ps3-94189,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Amazing,9.1,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language, Use of Drugs",M for Mature,Amazing
Capcom,Action,Capcom,"It's robot rebellion, and nobody's safe! Least of all Mega Man. Dr. Wily has claimed to reform and is working with Dr. Light to build a peace-keeping robot named Gamma. When the eight robot masters resurface and steal the power crystals, it's up to Mega Man and Rush, his trusty canine companion, to stop Wily and his raging evil robots.",Mega Man 3,http://www.ign.com/games/mega-man-3/cell-14285047,http://wireless.ign.com/articles/924/924154p1.html,,7.5,Cell PSP PS PS3 3DS PC Android Wii LCD NES Wii U iPhone,"August 19, 2008","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Mediocre,5.0,,,Good
Telltale Games,Adventure,"Telltale Games, Videlectrix","Strong Bad's Cool Game for Attractive People is a story-driven episodic series with a comic spin that's undeniably Strong Bad. The player uncovers each episode's comedic plot through character interaction, dialogue-based puzzles, and the use (and abuse) of inventory items. In addition, each episode will be crammed with time-wasters to keep players poking around in the world, including Strong Bad emails to check, prank phone calls to place, and mini-games styled after the arcade games on the Homestarrunner.com website.

Released via Wii Ware, Strong Bad's Cool Game for Attractive People comes out monthly as a five-episode ""season"" akin to a season of television. The episodes will come out on a monthly schedule.",Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,http://www.ign.com/games/strong-bads-cool-game-for-attractive-people-episode-3/wii-14246168,http://wii.ign.com/articles/923/923960p1.html,10 USD,8.4,Wii Mac PS3 PC,"October 27, 2008","http://www.ign.com/games/fatal-frame-ii-crimson-butterfly/wii-87940,http://www.ign.com/games/okami/wii-884970,http://www.ign.com/games/back-to-the-future-the-game/wii-116482,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.4,"Alcohol Reference, Crude Humor, Mild Cartoon Violence, Mild Suggestive Themes",E10+ for Everyone 10 and older,Great
Tecmo,"Real-Time, Strategy",Vogster Entertainment,"Set in a world of wise-cracking, battling robots, Robocalypse offers madcap weaponry and uproarious destruction, all embedded in a deep strategy war game. Up to 4 players can compete head to head via WI-Fi in multiplayer, or lead your army to victory in the hilarious single player storymode campaign, penned by Jay Lender (of SpongeBob Squarepants) and Micah Wright. The game employs over 50 independently AI driven units with advanced distributed pathfinding, dynamic music and 3D particle systems for stunning visual effects.",Robocalypse,http://www.ign.com/games/robocalypse/nds-14230150,http://ds.ign.com/articles/928/928046p1.html,29.99 USD,8.9,NDS iPhone,"November 18, 2008","http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/advance-wars-dual-strike/nds-707311,http://www.ign.com/games/plants-vs-zombies/nds-84432,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Great,8.1,"Cartoon Violence, Mild Suggestive Themes, Use of Tobacco",E10+ for Everyone 10 and older,Great
D3 Publisher,Action,Monkey Bar Games,"Based on the next generation television series , Ben 10: Alien Force begins five years after Ben put away the DNA-scrambling Omnitrix, but now Grandpa Max has gone missing and the planet Earth is in grave danger. Gamers must help Ben take the Omnitrix out of retirement and lead eight different playable characters—including cousin Gwen, enemy-turned-ally Kevin Levin and five of Ben's brand new alien forms—to utilize their all-new super powers and defeat the intergalactic invaders!

Gamers take control of Ben and his new alien forms Swampfire, Jet Ray, Humungousaur, Spidermonkey and Big Chill to employ distinctly different and complex powers to manipulate fire, swim underwater, grow more than 60 feet tall, stick to walls, fly at mach speed, plus lots more! Gamers will also harness cousin Gwen's new talent to create an energy shield and use it to protect and attack, as well as Kevin Levin's ability to absorb materials like concrete, wood and metal to create an impenetrable shell on his body.",Ben 10: Alien Force,http://www.ign.com/games/ben-10-alien-force/wii-14251349,http://wii.ign.com/articles/928/928238p1.html,39.99 USD,4.0,Wii PS2 PSP NDS,"October 28, 2008","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.5,Cartoon Violence,E10+ for Everyone 10 and older,Bad
D3 Publisher,Action,Monkey Bar Games,"Based on the next generation television series , Ben 10: Alien Force begins five years after Ben put away the DNA-scrambling Omnitrix, but now Grandpa Max has gone missing and the planet Earth is in grave danger. Gamers must help Ben take the Omnitrix out of retirement and lead eight different playable characters—including cousin Gwen, enemy-turned-ally Kevin Levin and five of Ben's brand new alien forms—to utilize their all-new super powers and defeat the intergalactic invaders!

Gamers take control of Ben and his new alien forms Swampfire, Jet Ray, Humungousaur, Spidermonkey and Big Chill to employ distinctly different and complex powers to manipulate fire, swim underwater, grow more than 60 feet tall, stick to walls, fly at mach speed, plus lots more! Gamers will also harness cousin Gwen's new talent to create an energy shield and use it to protect and attack, as well as Kevin Levin's ability to absorb materials like concrete, wood and metal to create an impenetrable shell on his body.",Ben 10: Alien Force,http://www.ign.com/games/ben-10-alien-force/psp-14251347,http://psp.ign.com/articles/928/928235p1.html,29.99 USD,4.0,PSP PS2 Wii NDS,"October 28, 2008","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Okay,6.0,Cartoon Violence,E10+ for Everyone 10 and older,Bad
Bold Games (Destineer),Action,Naps Team,,Twin Strike: Operation Thunder,http://www.ign.com/games/twin-strike-operation-thunder/wii-14246953,http://wii.ign.com/articles/927/927981p1.html,29.99 USD,5.5,Wii,"October 28, 2008","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Mediocre,5.5,Violence,E10+ for Everyone 10 and older,Mediocre
MTV Games,Music,Harmonix,"AC/DC LIVE: Rock Band features the master recordings from the best of the band's live performances. The live recording was specially remixed for Rock Band by Mike Fraser.  The game features 18 tracks, with more than 99 minutes of game play for each instrument.",AC/DC Live: Rock Band Track Pack,http://www.ign.com/games/acdc-live-rock-band-track-pack/ps2-14285458,http://ps2.ign.com/articles/928/928108p1.html,29.88 USD,5.5,PS2 Wii Xbox 360 PS3,"November 2, 2008","http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/guitar-hero-ii/ps2-823033,http://www.ign.com/games/guitar-hero-iii-legends-of-rock/ps2-899095,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.9,Lyrics,T for Teen,Mediocre
JPMartineau,Shooter,JPMartineau,,Stellar Blaster,http://www.ign.com/games/stellar-blaster/iphone-14296769,http://wireless.ign.com/articles/928/928125p1.html,,5.0,iPhone,November 2008,"http://www.ign.com/games/modern-combat-5/iphone-20000431,http://www.ign.com/games/nova-2-near-orbit-vanguard-alliance/iphone-88588,http://www.ign.com/games/alien-shooter/iphone-20038105,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Mediocre,5.0,,,Mediocre
