publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Activision,Fighting,Shaba Games,"is a four-player melee fighting game set in 3D fully destructible environments that parody legendary fairytales and popular culture. Gamers play as 20 favorite Shrek and fairytale characters, unleashing power slams, taunts and signature attacks including juggling foes as Donkey, swashbuckling as Puss in Boots, leveling kung fu kicks as Princess Fiona and belly flopping as Shrek. Players use powerful potions, weapons and magical items and unlock new characters, arenas and costumes in single player story, ladder and mega challenge modes, or engage in frenzied multiplayer melee combat.

will be released on multiple platforms in Fall 2005.",Shrek SuperSlam,http://www.ign.com/games/madagascar-shrek-superslam-2-in-1-combo-pack/xbox-748370,http://xbox.ign.com/articles/662/662458p1.html,19.99 USD,7.0,Xbox NDS GBA PC GCN GBA NDS PS2,"October 25, 2005","http://www.ign.com/games/mortal-kombat-shaolin-monks/xbox-709116,http://www.ign.com/games/mortal-kombat-armageddon/xbox-794353,http://www.ign.com/games/marvel-nemesis-rise-of-the-imperfects/xbox-681937,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Okay,6.7,"Cartoon Violence, Crude Humor",E10+ for Everyone 10 and older,Good
Activision,Fighting,Shaba Games,"Activision knows gamers loved the movie SHREK and that gamers love melee battle games, so they've combined the two into SHREK SUPERSLAM for the Game Cube. Now players can battle their way through the story mode or fight against three of their friends. SHREK SUPERSLAM features 20 characters from SHREK and SHREK II, including Shrek, Donkey, Fiona, Puss-n-Boots, the Gingerbread man, and more. They will battle it out in 16 different levels, each of which is inspired by scenes from the movies and is fully interactive. Each character has a basic light and heavy attack plus throws and a unique slam attack that they can use once they build up enough power by hitting their foes. Each character also has specific strengths and weaknesses that will impact how players battle with them. Players can also grab weapons that appear on each level and use them against their opponents. There are a number of different modes in the game, including the single-player story mode, tutorial mode, multiplayer mode, and the mega challenge mode. Story mode allows players to unlock more characters, stages, and alternate outfits for the fighters. Challenge mode presents players with a challenge race, a number of items to collect, etc that they must accomplish before their opponents do. More special characters and unlockable items are available for players who complete each minigame. Fighting gamers will find that SHREK SUPERSLAM keeps all of the wicked humor and one-liners from the movies while creating an entertaining, addicting melee game.",Shrek SuperSlam,http://www.ign.com/games/madagascar-shrek-superslam-2-in-1-combo-pack/gcn-746739,http://cube.ign.com/articles/662/662447p1.html,19.99 USD,7.0,GCN NDS GBA PC Xbox GBA NDS PS2,"October 25, 2005","http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/soulcalibur-2/gcn-16888,http://www.ign.com/games/naruto-clash-of-ninja/gcn-497564,http://www.ign.com/games/the-legend-of-zelda-the-wind-waker/gcn-17012,http://www.ign.com/games/super-smash-bros-melee/gcn-16387,http://www.ign.com/games/super-mario-sunshine/gcn-16713",Good,7.0,"Cartoon Violence, Crude Humor",E10+ for Everyone 10 and older,Good
"Namco, Wanadoo Edition",Action,Rebellion,"takes place in war-torn Berlin during the final days of World War II.  As the Soviets and Germans are locked in a life and death struggle, the western Allies fear the looming Cold War.  Assuming the role of a lone American sniper trained by the OSS, a player must infiltrate hostile enemy environments using their stealth and sniping skills and keep the Soviets from shifting the balance of power.  The player's mission will span 28 sensitive and challenging missions.  When sniping, a player must use gravity, elevation, wind speed and direction, heart rate, breath, posture, background noise and other conditions to successfully hit their mark.  When a mission is accomplished, a player can engage in 2-player co-op, 8-player deathmatch or multiplayer network play.",Sniper Elite,http://www.ign.com/games/sniper-elite/ps2-13747,http://ps2.ign.com/articles/659/659487p1.html,39.99 USD,7.6,PS2 Xbox PC Wii,"October 18, 2005","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/god-of-war/ps2-661321,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.3,"Blood and Gore, Intense Violence",M for Mature,Good
Capcom,Action,"Capcom, Inti Creates","Zero returns for his latest mission on Game Boy Advance. Rockman Zero 4 (most likely to be called Mega Man Zero 4 in America) once again pits Zero and friends against Neo Arcadia. Making use of the Buster Shot, Z Cyber and Zero Knuckle weapons, you'll work your way through the expected set of stages, each cumulating in a boss fight. You can also collect chips to customize your weapons. A new difficulty setting should make for an easier overall experience this time around.",Mega Man Zero 4,http://www.ign.com/games/mega-man-zero-4/gba-720398,http://gameboy.ign.com/articles/659/659491p1.html,19.99 USD,7.5,GBA Wii U,"October 4, 2005","http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/the-legend-of-zelda-the-minish-cap/gba-499614,http://www.ign.com/games/dragon-ball-z-the-legacy-of-goku/gba-17519,http://www.ign.com/games/metroid-fusion/gba-16227,http://www.ign.com/games/pokemon-emerald-version/gba-692344,http://www.ign.com/games/pokemon-ruby-version/gba-17508",Great,8.7,Cartoon Violence,E for Everyone,Good
"2K Games, SCi Entertainment Group","Third-Person, Action",Pivotal Games,"The fourth in SCI's Conflict war adventure shooter games, Conflict: Global Terror catapults the Conflict series into the 21st century, setting the action in a modern day context of counter-terrorism. The game uses a 100% rebuilt engine and boasting radically enhanced graphics and an improved ordering system.

A new force in global terrorism, 'March 33' is emerging. Descendents from the ODESSA Nazis and vehement in their task to bring about a new world order, they embark on a campaign of extreme violence and intimidation. Tasked with defeating March 33 is a rapid response-counter terrorist unit: Bradley, Jones, Connors and Foley – the heroes from the original Conflict: Desert Storm games are back! Having been betrayed by a mole within their own command unit they are ambushed and, covering their escape, Foley goes MIA… They must enlist the help of sniper Carrie Sherman to uncover March 33's plans and force the mole to show its true colors.",Conflict: Global Terror,http://www.ign.com/games/conflict-global-storm/pc-619915,http://pc.ign.com/articles/659/659463p1.html,31.99 USD,6.0,PC Xbox PS2 Cell,"October 4, 2005","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.2,"Blood, Language, Violence",M for Mature,Okay
Electronic Arts,Sports,EA Canada,"Play the kind of pressure defense and fast-break offense that wins championships in NCAA® March Madness 06. Use defense to create offense by pressuring the ball, forcing turnovers and driving your opponents crazy with the all new EA Sports Lockdown Stick.

Dominate rivals with a more authentic brand of defense and push the ball on offense with an enhanced Floor General Playcalling system featuring more sets than ever before. Pick your senior leader and watch as his emotion and passion lifts the intensity level of his teammates and excites the raucous campus crowds. Brad Nessler and Dick Vitale call all of the action including the College Classics featuring 10 new classic games, making dream match-ups a reality.",NCAA March Madness 06,http://www.ign.com/games/ncaa-march-madness-06/ps2-750551,http://ps2.ign.com/articles/659/659495p1.html,29.99 USD,8.7,PS2 Xbox,"October 11, 2005","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.3,,E for Everyone,Great
Activision,"Extreme Sports, Sports",Neversoft Entertainment,"For the first time ever,

gives players the freedom to experience continuous skating and BMX biking action without leaving the game or waiting for load times as they explore and choose missions in a massive, living Los Angeles skate world.",Tony Hawk's American Wasteland,http://www.ign.com/games/tony-hawks-american-wasteland/ps2-740723,http://ps2.ign.com/articles/659/659078p1.html,19.99 USD,8.5,PS2 PC GCN Xbox 360 Xbox,"October 18, 2005","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.5,"Blood, Crude Humor, Language, Suggestive Themes, Violence",T for Teen,Great
Electronic Arts,Sports,EA Canada,"Play the kind of pressure defense and fast-break offense that wins championships in NCAA® March Madness 06. Use defense to create offense by pressuring the ball, forcing turnovers and driving your opponents crazy with the all new EA Sports Lockdown Stick.

Dominate rivals with a more authentic brand of defense and push the ball on offense with an enhanced Floor General Playcalling system featuring more sets than ever before. Pick your senior leader and watch as his emotion and passion lifts the intensity level of his teammates and excites the raucous campus crowds. Brad Nessler and Dick Vitale call all of the action including the College Classics featuring 10 new classic games, making dream match-ups a reality.",NCAA March Madness 06,http://www.ign.com/games/ncaa-march-madness-06/xbox-753497,http://xbox.ign.com/articles/659/659492p1.html,29.99 USD,8.7,Xbox PS2,"October 11, 2005","http://www.ign.com/games/espn-nfl-2k5/xbox-674666,http://www.ign.com/games/dead-or-alive-xtreme-beach-volleyball/xbox-482154,http://www.ign.com/games/tony-hawks-american-wasteland/xbox-740724,http://www.ign.com/games/halo-2/xbox-482228,http://www.ign.com/games/halo-combat-evolved/xbox-15922,http://www.ign.com/games/fable/xbox-16526",Great,8.2,Suitable for Persons Ages Six and Older,E for Everyone,Great
Gameloft,Sports,Gameloft,,Derek Jeter Pro Baseball 2005 3D,http://www.ign.com/games/derek-jeter-pro-baseball-2005/cell-777241,http://wireless.ign.com/articles/659/659338p1.html,,9.2,Cell,"Oct 18, 2005","http://www.ign.com/games/beijing-2008/cell-787986,http://www.ign.com/games/captain-tsubasa-nankatsu-vs-toho/cell-848854,http://www.ign.com/games/freestyle-moto-x-ii-142665/cell-826649,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Amazing
Rockstar  Games,"Third-Person, Action","Rockstar Leeds, Rockstar North","It's time to return to Liberty City, the town where all the rules were broken as

revolutionized gaming and made the

series the biggest franchise on the planet. The PlayStation Portable edition is an all-new game set in the seedy, sprawling underworld of Liberty City.

There are a million stories in Liberty City. This one changes everything. Once a trusted wise guy in the Leone crime family, Toni Cipriani was forced into hiding after killing a made man. Now he's back and it's time for things to be put right. Forced to fight for his life in an odyssey that will shake Liberty City to its foundations, Toni must use any means necessary to secure his place in the leadership of the Leone family in a town up for grabs.",Grand Theft Auto: Liberty City Stories,http://www.ign.com/games/grand-theft-auto-liberty-city-stories/psp-723575,http://psp.ign.com/articles/661/661082p1.html,39.99 USD,9.0,PSP PS2 PS3 iPhone Android,"October 24, 2005","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Great,8.8,"Blood and Gore, Intense Violence, Strong Language, Strong Sexual Content, Use of Drugs",M for Mature,Amazing
