publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Bandai Namco Games,Action,Namco Networks,"Gobble, gobble, gulp! Who's munching Power Pellets? Who's zipping around the maze at top speed, chomping up ghosts and scoring big points? It's Pac-Man, the world's hungriest character! And he's got the munchies! Devour a fruit treat and get a big bonus score. But if you're caught by the spooky hunters roaming the maze, you're ghostflakes! Use the warp tunnel for a quick escape, and swallow up a Power Pellet to temporarily make Pac-Man an unstoppable eater!

Pac-Man on the iPhone feature three unique control schemes, virtual d-pad control, touch screen and accelerometer, enabling the ultimate gaming experience while highlighting the capabilities of the platform. The accelerometer allows players to control Pac-Man by tilting the phone in the direction that they want them to chomp the PAC-dots and ghosts or eat the bonus fruit. There are two distinct touchscreen controls for the game, one allows players to direct Pac-Man's path by simply tapping on the screen and the other introduces a virtual D-pad, simulating the game play of Pac-Man on other gaming devices.",Pac-Man,http://www.ign.com/games/pac-man/iphone-14265682,http://wireless.ign.com/articles/899/899468p1.html,9.99 USD,5.0,iPhone GBC PC Xbox One PS4 5200 LCD NES Wii C64 GB 2600 Arcade 3DS Cell NGPC Intv VIC-20 iPad GG WinPhone,"July 10, 2008","http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/disney-infinity-3/iphone-20036726,http://www.ign.com/games/the-lego-movie-videogame/iphone-20030673,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Okay,6.4,,,Mediocre
Hudson Soft,Puzzle,,"After PuzzLoop began as an arcade game in 1998, the immensely popular puzzle action game has been ported to numerous game platforms. The uncomplicated controls require only touching the screen and aiming at the colorful balls rolling on a rail. Clear the balls by connecting three or more of the same color. String combos together to raise the maximum points awarded.  Master the numerous items too, and clear them all!",PuzzLoop,http://www.ign.com/games/ballistic/iphone-14272475,http://wireless.ign.com/articles/902/902310p1.html,7.99 USD,7.9,iPhone GBC NGPC Nuon PS,"August 6, 2008","http://www.ign.com/games/angry-birds-2/iphone-20040423,http://www.ign.com/games/valiant-hearts-the-great-war/iphone-20022991,http://www.ign.com/games/road-not-taken/iphone-168116,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Good,7.9,,,Good
Strategy First,"First-Person, Shooter",Burut,"Ubersoldier 2: The End of Hitler is a first person shooter, set in World War II, where the main hero uses supernatural abilities as well as over 21 traditional weapons such as MG-42, BAR and Panzerschreck, in  his fight against the Nazis. Players will be on the edge of their seat fighting both human and unearthly enemies through a variety of adrenaline-pumping missions.",UberSoldier II,http://www.ign.com/games/ubersoldier-ii/pc-14256456,http://pc.ign.com/articles/902/902223p1.html,,6.8,PC,"August 19, 2008","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.3,"Blood, Intense Violence, Language",M for Mature,Okay
"Destination Software, Inc. (DSI)",Platformer,Black Lantern Studios,"Garfield, longtime winner of the Fun Fest Competition, is threatened by the mysterious Ramone when his talents and humor dry up right in front of a live audience. As Garfield helplessly stands by, he sees his popularity, humor and girlfriend Arlene slip away from his pudgy grasp. Garfield and his trusted sidekick Odie seek out the magical pond to recover the fabled funny watter. All his hopes rest in the magic of the funny water ... or do they?

Play as Garfield and Odie as you venture through a variety of landscapes searching for the magical pond of ""funny water"". Friends and favorite characters from the comic strip and movie appear to help or hinder your quest as you explore, ride, fly and perform your way through cities, forests, caves and studios. Will you be able to help Garfield get the funny water in time before Ramone wins the fun Fest and Arlene's heart?",Garfield's Fun Fest,http://www.ign.com/games/garfields-fun-fest/nds-14245360,http://ds.ign.com/articles/902/902230p1.html,19.99 USD,4.0,NDS,"July 29, 2008","http://www.ign.com/games/new-super-mario-bros/nds-682879,http://www.ign.com/games/super-mario-64-ds/nds-682831,http://www.ign.com/games/castlevania-order-of-ecclesia/nds-958543,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Okay,6.5,Comic Mischief,E for Everyone,Bad
Griptonite Games,Action,Griptonite Games,"Thieving Ninjas have stolen all of the Chimps' bananas, so they must join up with the Pirates, working their way up through the ranks to finally confront the Ninjas and reclaim what is rightfully theirs. Taking full advantage of the iPod's touch screen capabilities, Chimps Ahoy! features fast, arcade-style action and a cute, quirky art style. Players take control of two chimps on either side of the screen and are tasked with bouncing coconuts between the two to break gems, pick-up power-ups and knock out enemies.",Chimps Ahoy!,http://www.ign.com/games/chimps-ahoy/iphone-14265553,http://wireless.ign.com/articles/902/902302p1.html,4.99 USD,7.9,iPhone,"August 27, 2008","http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/disney-infinity-3/iphone-20036726,http://www.ign.com/games/the-lego-movie-videogame/iphone-20030673,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Good,7.5,,,Good
Bandai Namco Games,RPG,Bandai Namco Games,"The debut of the Tales series on the Xbox 360, Tales of Vesperia is set in a world reliant on a mysterious ancient technology known as Blastia. The game follows former knight Yuri as he delves into a shadowy plot to use these magical devices to control civilization, or destroy it.

The game makes significant additions to the series' trademark real-time combat system, allowing players to do battle in massive battlefields and learn new special attacks that are tied to individual weapons. New finishing blows allow players to take down enemies in a single hit with correctly timed button combinations, while mission-based battles increase the variety of each encounter as players gain unique items by fulfilling various battle objectives.  Players can also use materials collected by successfully executing finishing moves to craft rare and unique equipment for their characters.",Tales of Vesperia,http://www.ign.com/games/tales-of-vesperia/xbox-360-14225689,http://xbox360.ign.com/articles/902/902269p1.html,59.99 USD,8.2,Xbox 360 PS3,"August 26, 2008","http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,http://www.ign.com/games/mass-effect-3/xbox-360-14235014,http://www.ign.com/games/mass-effect-3/xbox-360-110694,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.7,"Alcohol Reference, Fantasy Violence, Mild Blood, Mild Language, Suggestive Themes",T for Teen,Great
GameTap,Adventure,Spicy Horse,A destitute farmer catches a magical fish which offers to grant him wishes if the farmer will release him. The farmer's wife pushes him to keep make grander and grander wishes until they get what they deserve...,American McGee's Grimm: The Fisherman and His Wife,http://www.ign.com/games/american-mcgees-grimm-the-fisherman-and-his-wife/pc-14273869,http://pc.ign.com/articles/901/901892p1.html,,6.2,PC,"August 14, 2008","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.1,"Alcohol Reference, Blood, Crude Humor, Mild Language, Violence",T for Teen,Okay
Crave Entertainment,Racing,Razorworks,"Ford Racing Off Road takes the multi-million selling Ford franchise away from the tracks and urban streets of its predecessors to rugged and tough terrain for the very first time. Ford Racing Off Road also marks the introduction of the prestigious Land Rover brand, which, like Ford, has a long heritage of producing pioneering off road vehicles. Players can now race some of the world's toughest off road trucks, 4x4's and SUVs through detailed environments, stunning scenery, and wide, sweeping tracks designed for high-speed racing. Features like realtime, on-the-go vehicle damage repair, faster acceleration than any previous Ford game, and alternative routes create a plethora of new and exclusive opportunities to test players driving prowess at high speeds.",Ford Racing Off Road,http://www.ign.com/games/ford-racing-off-road/ps2-14227678,http://ps2.ign.com/articles/901/901812p1.html,14.99 USD,3.5,PS2 PC Wii PSP,"July 29, 2008","http://www.ign.com/games/gran-turismo-3-a-spec/ps2-13846,http://www.ign.com/games/action-replay-ultimate-codes-need-for-speed-underground-2/ps2-679032,http://www.ign.com/games/need-for-speed-most-wanted/ps2-740897,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Mediocre,5.9,,E for Everyone,Awful
1C Company,Strategy,"Unicorn Games Studio, One Small World","XIII Century is a 3D RTS that combines Risk-style global strategy game play with real-time tactical action. As a leader of one of the European nations in the XIII Century, gamers are tasked to test their steel against the neighboring nations and carve their names into history.

The game features large-scale battles that offer players a chance to test their skills as a military leader on a battlefield or during a siege, and gives an opportunity to customize troops' and military equipment. The strategic mode gives players a vast variety of options to test their economic, diplomatic and political skills prior to invading and conquering a region. But think twice before making a move - each decision will be reflected in the course of the game.",XIII Century: Death or Glory,http://www.ign.com/games/xiii-century-death-or-glory/pc-679522,http://pc.ign.com/articles/901/901006p1.html,19.99 USD,7.2,PC,"March 12, 2008","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.7,"Blood and Gore, Violence",M for Mature,Good
Publisher X,Pinball,Zen Studios,Zen Pinball: Rollercoaster is the first pinball arcade simulator that utilizes the innovative Apple touchscreen on the iPhone and iPod Touch. The game offersendless levels of fun on its colorful and exciting table.,Zen Pinball: Rollercoaster,http://www.ign.com/games/zen-pinball-rollercoaster/iphone-14265963,http://wireless.ign.com/articles/900/900870p1.html,,7.0,iPhone,"July 11, 2008","http://www.ign.com/games/momonga-pinball-adventures/iphone-157461,http://www.ign.com/games/frogger-pinball/iphone-135477,http://www.ign.com/games/the-pinball-arcade/iphone-121573,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Good,7.6,,,Good
