publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Nintendo,Platformer,Rare,"A downloadable version of the 1995 SNES game, provided through Nintendo's Virtual Console service.

The merciless Kaptain K. Rool has kidnapped Donkey Kong! Now Diddy Kong and Dixie Kong must rush to the rescue and save their favorite ape, but they won't have to go it alone -- in addition to their old friends, they'll be joined by all-new animal pals Rattly the rattlesnake, Squitter the spider, Clapper the seal and Glimmer the angler fish. To succeed, the two swinging simians will have to team up to fight across Kaptain K. Rool's gargantuan galleon and trounce the Kaptain's roughest and rowdiest Kremlings!",Donkey Kong Country 2: Diddy's Kong Quest,http://www.ign.com/games/donkey-kong-country-2/wii-907463,http://wii.ign.com/articles/792/792480p1.html,8 USD,8.8,Wii GBA Wii U New 3DS SNES,"May 21, 2007","http://www.ign.com/games/kirbys-dream-land-2/wii-132757,http://www.ign.com/games/super-mario-galaxy-2/wii-14354736,http://www.ign.com/games/new-super-mario-bros-wii/wii-14354229,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.9,No Descriptors,E for Everyone,Great
Sony Online Entertainment,Action,"Backbone Entertainment, Digital Eclipse Software","Feel like wrecking an entire city? How about 130 of them? Take your pick from three different monsters (each a gargantuan tower of rage), and then join your counterparts as you wreak holy terror on city after city. You'll stomp buildings, crush cars, and even take out innocent pedestrians in your strides to do as much damage as possible.

Available for the PlayStation 3 via download over the Playstion Network service.",Rampage: World Tour,http://www.ign.com/games/rampage-world-tour/ps3-874208,http://ps3.ign.com/articles/790/790216p1.html,,5.6,PS3 PS GBC PC Arcade N64 Saturn,"May 17, 2007","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Okay,6.6,"Animated Blood, Cartoon Violence, Crude Humor, Use of Alcohol and Tobacco",E10+ for Everyone 10 and older,Mediocre
Hudson Soft,Shooter,Compile,"Blazing Lazers is a vertical-scrolling shooter that was praised for surpassing the limitations of the hardware of its time. Players control the extraordinary firepower of their Gunhed Star Fighter to take on the Dark Squadron that has begun its invasion of Earth. Collect power-ups to increase your ship's battle strength so it can cut through enemies and defeat the bosses in all nine areas. Of course, as part of the ""Soldier"" series, the game contains a good combination of fast-paced speed with catchy, drum-propelled background music, coupled with the Field Thunder that can be used to destroy enemies in one fell swoop for the ultimate sense of satisfaction! With its fine-tuned difficulty levels, Blazing Lazers is a shooting game that anyone can enjoy!",Blazing Lazers,http://www.ign.com/games/blazing-lazers/tg16-6190,http://retro.ign.com/articles/863/863154p1.html,,8.0,TG16 Wii Wii U PS3 PSP,"August 29, 1989","http://www.ign.com/games/air-zonk/tg16-9312,http://www.ign.com/games/side-arms-hyper-dyne/tg16-5927,http://www.ign.com/games/cyber-core/tg16-5930,http://www.ign.com/games/air-zonk/tg16-9312,http://www.ign.com/games/dungeon-explorer/tg16-8772,http://www.ign.com/games/legendary-axe/tg16-5644",Great,8.5,,E for Everyone,Great
Sony Online Entertainment,Action,"Backbone Entertainment, Digital Eclipse Software","Available for download on Playstation 3 via the Playstation Network, this Midway classic based on great arcade game where players joust atop flying birds.",Joust,http://www.ign.com/games/defenderjoust/ps3-874206,http://ps3.ign.com/articles/792/792569p1.html,,6.1,PS3 ST 7800 2600 400/800 Cell Arcade Xbox 360 5200 Lynx Mac GB NES,"May 24, 2007","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Okay,6.5,,E for Everyone,Okay
Majesco,Puzzle,Budcat Creations,"The New York Times Crosswords features more than 1,000 real crossword puzzles and the unique ability to write in answers with the stylus or use a Touch Screen keyboard to enter letters. Various modes of play include Puzzle Me Quick for a fast word fix; Puzzle Week for extended play with progressive difficulty; or Challenge mode with adjustable time and difficulty settings. In addition, the game includes both cooperative and competitive 2-player play so puzzle fanatics can work together or face off in wireless challenges.",New York Times Crosswords,http://www.ign.com/games/new-york-times-crosswords-882192/nds-882192,http://ds.ign.com/articles/792/792517p1.html,29.99 USD,7.9,NDS,"May 25, 2007","http://www.ign.com/games/super-scribblenauts/nds-45898,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/nds-854922,http://www.ign.com/games/scribblenauts/nds-14304256,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Good,7.6,,E for Everyone,Good
NEC,Shooter,Compile,"A downloadable version of the 1992 Turbo Grafx-16/PC Engine game, provided through Nintendo's Virtual Console service.

Blazing Lazers is a vertical-scrolling shooter that was praised for surpassing the limitations 
of the hardware of its time.  Players control the extraordinary firepower of their Gunhed Star Fighter to take on the Dark Squadron that has begun its 
invasion of Earth.  Collect power-ups to increase your ship's battle strength so it can cut through enemies and defeat the bosses in all nine areas.  Of 
course, as part of the ""Soldier"" series, the game contains a good combination of fast-paced speed with catchy, drum-propelled background music, coupled with 
the Field Thunder that can be used to destroy enemies in one fell swoop for the ultimate sense of satisfaction.  With its fine-tuned difficulty levels, 
Blazing Lazers is a shooting game that anyone can enjoy.",Blazing Lazers,http://www.ign.com/games/blazing-lazers/wii-907825,http://wii.ign.com/articles/792/792490p1.html,6 USD,8.0,Wii Wii U PS3 PSP TG16,"May 21, 2007","http://www.ign.com/games/call-of-duty-modern-warfare-3/wii-114747,http://www.ign.com/games/goldeneye-007/wii-867280,http://www.ign.com/games/resident-evil-umbrella-chronicles/wii-827187,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Great,8.3,Mild Fantasy Violence,E for Everyone,Great
Ubisoft,Shooter,G.Rev,"G.rev's massively maniacal flying shooter game comes to the Xbox 360, with screen-filling special effects, online Xbox Live features and more. WarTech Senko no Ronde thrusts players into a distant future where humanity has colonized countless new galaxies and Earth has become a planet mined for its natural resources. A violent war has erupted as nations struggle for world domination. Rounder Mechs fill the skies as the fate of the world is determined through aerial combat.  Players must take control of these ""Rider"" machines, making use of shields and dashes in order to evade opponent attacks. Players can play offline or participate in online play over Xbox Live.",WarTech: Senko no Ronde,http://www.ign.com/games/senko-no-ronde/xbox-360-800345,http://xbox360.ign.com/articles/792/792279p1.html,59.99 USD,5.1,Xbox 360 Arcade,"May 29, 2007","http://www.ign.com/games/halo-4/xbox-360-110563,http://www.ign.com/games/gears-of-war-judgment/xbox-360-135402,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.3,"Fantasy Violence, Language, Suggestive Themes",T for Teen,Mediocre
Nintendo,Platformer,Rare,"The merciless Kaptain K. Rool has kidnapped Donkey Kong! Now Diddy Kong and Dixie Kong must rush to the rescue and save their favorite ape, but they won't have to go it alone -- in addition to their old friends, they'll be joined by all-new animal pals Rattly the rattlesnake, Squitter the spider, Clapper the seal and Glimmer the angler fish. To succeed, the two swinging simians will have to team up to fight across Kaptain K. Rool's gargantuan galleon and trounce the Kaptain's roughest and rowdiest Kremlings!",Donkey Kong Country 2: Diddy's Kong Quest,http://www.ign.com/games/donkey-kong-country-2/snes-6848,http://retro.ign.com/articles/868/868009p1.html,24.99 USD,8.8,SNES GBA Wii U Wii New 3DS,"Jan 1, 1995","http://www.ign.com/games/super-mario-world/snes-6885,http://www.ign.com/games/donkey-kong-country/snes-6855,http://www.ign.com/games/donkey-kong-country-3/snes-578,http://www.ign.com/games/super-mario-world/snes-6885,http://www.ign.com/games/legend-of-zelda-a-link-to-the-past/snes-6857,http://www.ign.com/games/earthbound/snes-6862",Amazing,9.0,,E for Everyone,Great
Disney Interactive Studios,Action,Eurocom,"Live and die by the sword! Pirates of the Caribbean: At World's End is inspired by the events, environments and characters of both the Pirates of the Caribbean: At World's End and Pirates of the Caribbean: Dead Man's Chest films. Players must demonstrate their bravery and swordsmanship as they encounter all manner of crazed pirates and cursed creatures in treacherous, exotic locations. Play as Captain Jack Sparrow, Will Turner and Elizabeth Swann to prevent Jack's dark past from catching up with him.

Enjoy sword-assisted acrobatics, adaptive combat and classical dueling in unique gameplay.  Experience the Pirates of the Caribbean world in never-before-seen detail, going beyond the films' events and storylines to introduce new locations, an extended story, legendary pirates and a unique ending.",Pirates of the Caribbean: At World's End,http://www.ign.com/games/pirates-of-the-caribbean-at-worlds-end/xbox-360-742503,http://xbox360.ign.com/articles/790/790823p1.html,59.99 USD,5.5,Xbox 360 NDS PSP Wii PC PS2 Cell PS3,"May 22, 2007","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.5,"Use of Alcohol, Violence",T for Teen,Mediocre
Disney Interactive Studios,Action,Eurocom,"Live and die by the sword! Pirates of the Caribbean: At World's End is inspired by the events, environments and characters of both the Pirates of the Caribbean: At World's End and Pirates of the Caribbean: Dead Man's Chest films. Players must demonstrate their bravery and swordsmanship as they encounter all manner of crazed pirates and cursed creatures in treacherous, exotic locations. Play as Captain Jack Sparrow, Will Turner and Elizabeth Swann to prevent Jack's dark past from catching up with him.

Enjoy sword-assisted acrobatics, adaptive combat and classical dueling in unique gameplay.  Experience the Pirates of the Caribbean world in never-before-seen detail, going beyond the films' events and storylines to introduce new locations, an extended story, legendary pirates and a unique ending.",Pirates of the Caribbean: At World's End,http://www.ign.com/games/pirates-of-the-caribbean-at-worlds-end/ps3-742505,http://ps3.ign.com/articles/790/790866p1.html,59.99 USD,5.2,PS3 NDS PSP Wii Cell PC PS2 Xbox 360,"May 22, 2007","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Okay,6.1,"Use of Alcohol, Violence",T for Teen,Mediocre
Destineer,Action,Taito,"A special version of the Taito Legends collection, this PSP edition features 25 historic titles from one of the most recognizable developers of the golden age of videogames.

Included in the pakage are: Space Invaders, Space Invaders Part 2, New Zealand Story, Crazy Balloon, Chalk 'n Pop, Lunar Rescue, Phoenix, Balloon Bombers, Legend of Kage, Alpine Ski, The Fairyland Story, Rastan Saga, Raimais, Kiki Kaikai, Kuri Kinton, Space Dungeon, Qix, Space Chaser, Return of the Invaders, Elevator Action and Cameltry.

Also featured are four remade games enhanced with new, modern graphical, aural and gameplay elements -- Crazy Balloon 2005, Balloon Bomb 2005, Legend of Kage 2005 and Cameltry 2005.",Taito Legends Power-Up,http://www.ign.com/games/taito-legends-power-up/psp-900671,http://psp.ign.com/articles/790/790922p1.html,,7.2,PSP,"May 7, 2007","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/metal-slug-anthology/psp-819689,http://www.ign.com/games/sega-genesis-collection/psp-844584,http://www.ign.com/games/capcom-classics-collection-reloaded/psp-822201,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Good,7.1,Fantasy Violence,E for Everyone,Good
Activision,Action,7 Studios,"In Shrek the Third, players adventure as Shrek® and his friends to save Far Far Away in a hilariously twisted fairy tale from the movie and beyond. Fans play as their favorite heroes from the film: Shrek, Donkey, Puss-in-Boots, Fiona, Fiona's rebellious cousin Arthur and her fellow fairy tale heroine Sleeping Beauty. The game takes players on an epic journey through the worlds of Far Far Away after Prince Charming storms the city with an army of villains in order to seize the throne.  Players are challenged to rescue pals, face off against Charming's henchmen, gather collectibles, test their gaming skills in numerous boss fights and engage in various mini-games that can be played in single-player or multiplayer modes.",Shrek the Third,http://www.ign.com/games/shrek-the-third/xbox-360-856191,http://xbox360.ign.com/articles/790/790493p1.html,49.99 USD,6.0,Xbox 360 PC NDS Wii PSP Cell GBA PS2,"May 14, 2007","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.3,"Crude Humor, Cartoon Violence",E10+ for Everyone 10 and older,Okay
Vivendi Games Mobile,Party,Vivendi Games Mobile,"Related to the DS game Crash Boom Bang, gamers can choose to play the Cow Shoot as Doctor Cortex, the Infernal Tower as Nina Cortex, the Survivor as Coco or Crash Baseball as Crunch and much more. With 14 mini-games to choose from, players will be entertained for hours.",Crash Bandicoot: Party Games,http://www.ign.com/games/crash-bandicoot-party-games/cell-881756,http://wireless.ign.com/articles/790/790458p1.html,,5.0,Cell NDS,March 2006,"http://www.ign.com/games/dead-or-alive-paradise/cell-55354,http://www.ign.com/games/skee-ball-for-prizes/cell-773686,http://www.ign.com/games/spring-break-cancun-goes-wild/cell-895780,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Okay,6.6,,,Mediocre
Punch Entertainment,Action,Punch Entertainment,,Gunslinger,http://www.ign.com/games/gunslinger-858275/cell-858275,http://wireless.ign.com/articles/790/790578p1.html,,7.5,Cell,"Nov 1, 2006","http://www.ign.com/games/just-cause-2/cell-14280725,http://www.ign.com/games/rayman/cell-567023,http://www.ign.com/games/galaxy-on-fire-2/cell-14270785,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Masterpiece,10,,,Good
Activision,Action,Amaze Entertainment,"In Shrek the Third, players adventure as Shrek® and his friends to save Far Far Away in a hilariously twisted fairy tale from the movie and beyond. Fans play as their favorite heroes from the film: Shrek, Donkey, Puss-in-Boots, Fiona, Fiona's rebellious cousin Arthur and her fellow fairy tale heroine Sleeping Beauty. The game takes players on an epic journey through the worlds of Far Far Away after Prince Charming storms the city with an army of villains in order to seize the throne.  Players are challenged to rescue pals, face off against Charming's henchmen, gather collectibles, test their gaming skills in numerous boss fights and engage in various mini-games that can be played in single-player or multiplayer modes.",Shrek the Third,http://www.ign.com/games/shrek-the-third/wii-856192,http://wii.ign.com/articles/790/790467p1.html,49.99 USD,6.0,Wii PC NDS Xbox 360 PSP Cell GBA PS2,"May 15, 2007","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.5,"Crude Humor, Cartoon Violence",E10+ for Everyone 10 and older,Okay
