publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
SouthPeak Games,Action,Egosoft,"X: Beyond the Frontier combines 3-D environments, epic battles, diplomacy, construction, exploration, and trading into a gaming experience of intense exploration. You can follow the storyline in an open or linear fashion while operating 150 types of spacecraft and space stations as well as encounter up to 10,000 objects within the universe.",X: Beyond the Frontier,http://www.ign.com/games/x-beyond-the-frontier/pc-736740,http://pc.ign.com/articles/164/164232p1.html,39.99 USD,7.7,PC,"Feb 1, 2000","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/mechwarrior-online/pc-18954,http://www.ign.com/games/stardew-valley/pc-20001247,http://www.ign.com/games/omerta-city-of-gangsters-134706/pc-129676,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.8,Use of Drugs,T for Teen,Good
SEGA,Puzzle,Tremor Entertainment,"If you're looking for an alternative to SOLITAIRE on your PC, then SEGA SWIRL is the game for you. The object of the game is simple: clear the board of all the different colored swirls (which look eerily like the Dreamcast logo). As you remove a swirl or group of swirls, the remaining swirls fall down to fill the gap left by the removed swirls. In essence, SEGA SWIRL can be thought of as an inverse TETRIS. You get more points for removing chains of swirls, so strategy is an important element of the gameplay. As you progress, chains will become less frequent and planning and forethought become the real challenge. There are several different game modes available, like playing against the computer, against up to three friends, or just against the clock. You can also play through e-mail, which slows the gameplay down considerably but gives you many more possible opponents.",SEGA Swirl,http://www.ign.com/games/sega-swirl/dc-13481,http://dreamcast.ign.com/articles/163/163481p1.html,,8.2,DC Palm PC,"January 12, 2000","http://www.ign.com/games/super-puzzle-fighter-ii-x-for-matching-service/dc-492483,http://www.ign.com/games/chu-chu-rocket/dc-14096,http://www.ign.com/games/bust-a-move-4/dc-14152,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Good,7.5,,E for Everyone,Great
Konami,Music,Konami,,Beatmania,http://www.ign.com/games/beatmania/ws-14273,http://gameboy.ign.com/articles/164/164273p1.html,,7.0,WS PS Arcade LCD LCD,Japan Only,"http://www.ign.com/games/dragon-ball/ws-662895,http://www.ign.com/games/mega-man-and-bass/ws-13082,http://www.ign.com/games/gunpey-839696/ws-12129",Okay,6.7,,,Good
Eidos Interactive,Action,Yuke's Media Creations,"Sword of the Berserk: Guts' Rage is a fighting game based on the popular manga written by Kentarou Miura Hack. This epic Sword of the Berserk: Guts' Rage is the US translation of the Japanese hit Berserk, a solo adventure set in medieval times. This game has a fighting game style combo system, which allows you to dole out the hurt with multiple weapons and attack moves. There's a witty elfin fairy, a tyrannical king, an insane girlfriend, and a land overrun by evil. Slash through more than 30 types of grotesque enemies, each with unique and fearsome attacks. There's two combat modes (including the devastating Berserk rage), unleash powerful combination moves, and wield four deadly weapons.",Sword of the Berserk: Guts' Rage,http://www.ign.com/games/sword-of-the-berserk-guts-rage/dc-13963,http://dreamcast.ign.com/articles/163/163963p1.html,47.99 USD,8.0,DC,"March 16, 2000","http://www.ign.com/games/shenmue/dc-14499,http://www.ign.com/games/shenmue-ii/dc-15624,http://www.ign.com/games/spider-man-2000/dc-15779,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Great,8.0,"Blood and Gore, Animated Violence",M for Mature,Great
3DO,Action,Digital Eclipse Software,"3DO's popular series of ARMY MEN games makes its way to the Game Boy Color in style in this single-player overhead shooter. Play as Sarge, hero of the Green Army, as you attempt to foil the various schemes of the evil Tan Army. You'll see it all in the game's 20+ missions. Arctic wastelands, lush jungles, and desert bases await you, all loaded with enemy soldiers and traps. Gather up a variety of weapons (like grenades and machine guns) to battle the Tans. Keep your eyes peeled for well-armed vehicles such as tanks and jeeps in order to turn up the carnage another notch. ARMY MEN takes full advantage of Game Boy Color's lush palette to create extremely vibrant environments, and digitized voice samples help move the story along. Continue the plastic war whenever you want thanks to the password save system.",Army Men,http://www.ign.com/games/army-men/gbc-13214,http://gameboy.ign.com/articles/163/163214p1.html,35.99 USD,8.0,GBC PC,March 2000,"http://www.ign.com/games/the-legend-of-zelda-oracle-of-seasons/gbc-16042,http://www.ign.com/games/the-legend-of-zelda-oracle-of-ages/gbc-16041,http://www.ign.com/games/batman-chaos-in-gotham/gbc-14474,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",Okay,6.2,Animated Violence,E for Everyone,Great
Interplay,Racing,Interplay,"When Buck Billionaire's adventuresome plunge from the Brooklyn Bridge lands him on the deck of a yacht, it sparks an idea: why not sponsor a contest between the 12 fastest watercraft racers in the world? Choose from 12 goofball participants (including Buck), as you try to speed your way toward glory. Each of the 12 racers is ranked based on strengths and weaknesses, and each represents a different nationality. The game features three main modes and eight exciting race modes. The race modes include Battle Race, in which you can blast your opponents; Check Point Challenge, a race that requires you to make it to each marker before time expires; Smash & Grab; Treasure Hunt; Head-to-Head; and Dodgems. You just select which of the three difficulty levels suits you, and then get ready to enjoy up to 48 levels of loony fun. Some of the most exciting boards have to be unlocked by beating their bosses in Head-to-Head competition, but there are plenty of pickups, weapons, and turbos hidden throughout the game to give you an advantage. Bon Voyage!",Renegade Racers,http://www.ign.com/games/renegade-racers/ps-11550,http://psx.ign.com/articles/161/161550p1.html,8.99 USD,4.5,PS PC N64 DC,March 2000,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",,,Mild Animated Violence,E for Everyone,Bad
Fox Interactive,Action,n-Space,"Yippie-ki-yay! Blast into non-stop action as feature film and game hero John McClane, who once again finds the chips stacked against him as he faces a new legion of hi-tech terrorists in a race against time. The bright lights and vast landscape of Las Vegas provide the backdrop for an all-new story line that incorporates the three white-knuckle game styles of the original best-selling Die Hard Trilogy. Try to beat the odds as you match wits with the meanest, smartest villains in the most explosive adventure John McClane has ever faced. The payoff is the hottest action in town!",Die Hard Trilogy 2: Viva Las Vegas,http://www.ign.com/games/die-hard-trilogy-2-viva-las-vegas/pc-11707,http://pc.ign.com/articles/161/161707p1.html,9.99 USD,5.7,PC PS,"Mar 9, 2000","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Bad,4.7,"Animated Blood and Gore, Animated Violence",M for Mature,Mediocre
Electronic Arts,Sports,Electronic Arts,"EA Sports has broadened its horizons in terms of flexibility towards games. EA makes some of the most statistically realistic games and now introduces a NHL and NHLPA licensed arcade-style hockey game. If you love bone-jarring hits and blistering shots you will love the style of hockey Rock the Rink brings to you. Addicting entertaining and interestingly intense, Rock the Rink gives you a break from the headache of actually running a franchise and lets just go out and play.",NHL Rock the Rink,http://www.ign.com/games/nhl-rock-the-rink/ps-13626,http://psx.ign.com/articles/163/163626p1.html,9.99 USD,8.0,PS,"March 14, 2000","http://www.ign.com/games/ncaa-football-2001/ps-14657,http://www.ign.com/games/nhl-2001/ps-14658,http://www.ign.com/games/tony-hawks-pro-skater-2/ps-14304,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.7,"Animated Violence, Comic Mischief",E for Everyone,Great
ESP,Shooter,Treasure,"Treasure-developed 2D shooter, played from a zoomed-out view. You pilot the Bangaioh, a super-powerful robot, through 40+ stages of free-roaming 2D shooting, with your goal in each level to find and destroy the boss. Along the way, you run into opposition from various enemies, ranging from gun turrets to opponent mechs, and when you're not shooting down these aggressive enemies you can also blast buildings, cars, and basically anything lining the levels. In addition to shooting in all directions, you have available to you two modes of fire, Mami Mode and Ricky Mode. The former fires straight laser blasts that repel off walls, while the latter launches heat seaking missiles. Also released for Dreamcast.",Bakuretsu Muteki Bangaioh,http://www.ign.com/games/bakuretsu-muteki-bangaioh/n64-12031,http://ign64.ign.com/articles/162/162031p1.html,,7.8,N64 DC,Japan Only,"http://www.ign.com/games/goldeneye/n64-1991,http://www.ign.com/games/doom/n64-503,http://www.ign.com/games/perfect-dark/n64-3906,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-437,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/n64-14248881,http://www.ign.com/games/the-legend-of-zelda-majoras-mask/n64-1933",Great,8.6,,,Good
Electronic Arts,Racing,Studio 33,"Seventeen Grand Prix circuits including Indianapolis, USA. Compete simultaneously in the full 2000 season, either as team-mates or bitter rivals. Introducing Heidfield, Mazzacane and Britain's Jenson Button. Edit the grid set-up to customise each race. The all-new Arcade mode will have you burning rubber! With exclusive commentary from Murray Walker and Martin Brundle.",F1 2000,http://www.ign.com/games/f1-2000/ps-14985,http://psx.ign.com/articles/164/164024p1.html,12.99 USD,7.0,PS PC,"March 24, 2000","http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Okay,6.7,No Descriptors,E for Everyone,Good
