publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Eidos Interactive,Action,TT Games,"Bionicle Heroes takes you to the amazing island of Voya Nui, a world filled with heroes and villains, past and present. Take control of the heroic Toa Inika and battle the villainous Piraka in a fight for the future.  Explore jungles, volcanoes and mountains on the mysterious island and master the unique weapons and abilities of the Toa Inika in this epic quest.",Bionicle Heroes,http://www.ign.com/games/bionicle-heroes/ps2-826367,http://ps2.ign.com/articles/772/772874p1.html,29.99 USD,7.9,PS2 Xbox 360 GCN NDS PC GBA Wii,"November 14, 2006","http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/kingdom-hearts/ps2-16467,http://www.ign.com/games/grand-theft-auto-san-andreas/ps2-611957,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Good,7.7,Fantasy Violence,E10+ for Everyone 10 and older,Good
Warner Bros.  Interactive,Action,Snowblind Studios,"Only with the joined forces of the globe's greatest superheroes can the evils of the world be stopped in this game based on the comic book series from DC Comics. Brainiac and his villain cronies have a master plan to conquer the world and eliminate the Justice League forever. Now, Batman, Superman, Wonder Woman, The Flash, Green Lantern, Martian Manhunter, Zatanna and a host of other superheroes must join together to save the world from this legion of notorious villains. Each hero possesses an array of character-specific, upgradeable superpowers resulting in unique controls and fighting-styles. Engaging in one-to-two player cooperative combat, gamers will be able to customize and master these superpowers as they travel through interactive and destructible environments spanning the farthest corners of the universe.",Justice League Heroes,http://www.ign.com/games/justice-league-heroes/psp-818858,http://psp.ign.com/articles/759/759051p1.html,39.99 USD,6.0,PSP GBA PS2 NDS Xbox,"November 22, 2006","http://www.ign.com/games/resident-evil-3-nemesis/psp-18950,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-71143,http://www.ign.com/games/metal-gear-solid-peace-walker/psp-965242,http://www.ign.com/games/final-fantasy-vii/psp-14340290,http://www.ign.com/games/final-fantasy-viii/psp-33571,http://www.ign.com/games/resident-evil-3-nemesis/psp-18950",Good,7.8,"Fantasy Violence, Mild Language",T for Teen,Okay
Konami,Puzzle,GameLab,,Egg vs. Chicken,http://www.ign.com/games/egg-vs-chicken/cell-874041,http://wireless.ign.com/articles/753/753171p1.html,,6.5,Cell PC,"Jan 1, 2007","http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/3d-tower-bloxx-deluxe/cell-14232300,http://www.ign.com/games/xxx-puzzle/cell-761657,http://www.ign.com/games/tank-racer/cell-757425,http://www.ign.com/games/bubble-town-2/cell-41687,http://www.ign.com/games/frogger-puzzle/cell-781414,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Great,8.0,,,Okay
"GameTap, Telltale Games",Adventure,Telltale Games,"Sam & Max are back in this episodic series based on the hit adventure franchise. Distributed on GameTap, these Sam & Max chapters are all-new adventures for the detectives. Steve Purcell, lead designer on the original, has worked closely with Telltale, a company is partly staffed with former LucasArts employees, to bring the duo back into action.

In the second episode ""Situation: Comedy"", Sam & Max make their way to a local TV studio to investigate a talk-show taping that's spiraled into a hostage situation. Along with a few familiar faces and tons of Sam & Max's trademark humor, the episode features fresh locations and characters, a new musical score, and plenty of bizarre scenarios for players to puzzle through.",Sam & Max: Season One -- Episode #2: Situation: Comedy,http://www.ign.com/games/sam-and-max-season-one-episode-2-situation-comedy/pc-852357,http://pc.ign.com/articles/753/753004p1.html,8.95 USD,7.8,PC,"December 20, 2006","http://www.ign.com/games/recore/pc-20047415,http://www.ign.com/games/life-is-strange-episode-4/pc-20031273,http://www.ign.com/games/the-walking-dead-the-game/pc-100880,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.2,"Animated Violence, Comic Mischief",T for Teen,Good
Gameloft,Simulation,Gameloft,,Special Crime Unit: Blood on Campus,http://www.ign.com/games/special-crime-unit-blood-on-campus/cell-873919,http://wireless.ign.com/articles/753/753051p1.html,,8.0,Cell,"Jan 1, 2007","http://www.ign.com/games/the-sims-3-ambitions/cell-64052,http://www.ign.com/games/the-sims-3-world-adventures/cell-23330,http://www.ign.com/games/townsmen-2004/cell-705542,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Good,7.5,,,Great
Konami,Music,Blitz Games,"Karaoke Revolution Presents American Idol combines the highly acclaimed Karaoke Revolution game engine with America's most popular television show to deliver an authentic Idol experience for the PlayStation 2. Sing along to 40 new songs, including hits from the show, and compete from auditions to performances on center stage in your quest to become the next American Idol.

The standard version of Karaoke Revolution Presents American Idol does not include a Karaoke Revolution microphone (a special bundle is also available for those who need a mic). Players who already own a different Karaoke Revolution game can jump right in with their Karaoke Revolution microphone, or gamers can use a PlayStation 2-compatible USB headset or microphone to play.",Karaoke Revolution Presents: American Idol,http://www.ign.com/games/karaoke-revolution-presents-american-idol/ps2-761623,http://ps2.ign.com/articles/753/753015p1.html,39.99 USD,8.4,PS2,"January 2, 2007","http://www.ign.com/games/amplitude/ps2-17285,http://www.ign.com/games/guitar-hero-ii/ps2-823033,http://www.ign.com/games/guitar-hero-iii-legends-of-rock/ps2-899095,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.8,Lyrics,E10+ for Everyone 10 and older,Great
Konami,Strategy,,,Oasis [2006],http://www.ign.com/games/oasis-2006/cell-850192,http://wireless.ign.com/articles/752/752858p1.html,,7.2,Cell,"Oct 1, 2006","http://www.ign.com/games/1503-ad-the-new-world/cell-715837,http://www.ign.com/games/command-and-conquer-3-deluxe-edition/cell-14233838,http://www.ign.com/games/tower-defense/cell-14222819,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",Amazing,9.0,,,Good
Gameloft,Puzzle,Gameloft,,Diamond Rush,http://www.ign.com/games/diamond-rush/cell-841657,http://wireless.ign.com/articles/752/752776p1.html,,7.2,Cell,"Dec 1, 2006","http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/3d-tower-bloxx-deluxe/cell-14232300,http://www.ign.com/games/xxx-puzzle/cell-761657,http://www.ign.com/games/tank-racer/cell-757425,http://www.ign.com/games/bubble-town-2/cell-41687,http://www.ign.com/games/frogger-puzzle/cell-781414,http://www.ign.com/games/baldurs-gate/cell-688224,http://www.ign.com/games/puzzle-quest-challenge-of-the-warlords/cell-950646,http://www.ign.com/games/just-cause-2/cell-14280725",,,,,Good
Ubisoft,Action,Ubisoft Casablanca,"Star Wars: Lethal Alliance immerses players in an adventure that takes place between Episode III Revenge of the Sith and Episode IV A New Hope. Gamers will engage in collaborative gameplay as they embody both Twi'lek Rianna Saren and her security droid Zeeo. Hired by the Rebel Alliance, this deadly duo must work together to infiltrate Imperial planets and fight legions of evil fiends. Our heroes' ultimate goal: Uncover the Empire's most deadly secret -- the Death Star.",Star Wars: Lethal Alliance,http://www.ign.com/games/star-wars-lethal-alliance/nds-849091,http://ds.ign.com/articles/750/750961p1.html,29.99 USD,4.5,NDS PSP,"December 12, 2006","http://www.ign.com/games/the-legend-of-zelda-phantom-hourglass/nds-694756,http://www.ign.com/games/the-legend-of-zelda-spirit-tracks/nds-14333936,http://www.ign.com/games/kingdom-hearts-3582-days/nds-964462,http://www.ign.com/games/pokemon-black-version-2/nds-129224,http://www.ign.com/games/pokemon-conquest/nds-125156,http://www.ign.com/games/pokemon-white-version-2/nds-129228",Mediocre,5.5,Fantasy Violence,E10+ for Everyone 10 and older,Bad
SEGA,Action,Appaloosa Interactive,"A downloadable version of the classic 1993 Genesis game, provided through Nintendo's Virtual Console service.

Help Ecco the Dolphin find his missing friends by exploring his vast ocean world. You must surface for air and keep an eye out for enemies as you search the depths. Ecco's unique sonar ability will give you helpful information from other sea creatures.",Ecco the Dolphin,http://www.ign.com/games/ecco-the-dolphin/wii-853197,http://wii.ign.com/articles/750/750924p1.html,6 USD,7.0,Wii iPhone GG PC Sega-CD Xbox 360 Gen PC SMS 3DS,"November 27, 2006","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.5,Animated Blood,E for Everyone,Good
