publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Nintendo,Platformer,Rare,"Dixie Kong is back! This time she is on a quest to rescue the captured Diddy Kong and Donkey Kong. Donkey Kong Country 3 uses familar gameplay and Advanced Computer Modeling (ACM) graphics like its predecessors. Play as Dixie Kong or newcomer Kiddy Kong and take advantage of their unique abilities, such as teaming up for special moves. You'll also find the familiar animal buddies Enguarde, Squawks and Squitter to help you, and you'll meet two new ones: Ellie the Elephant and Parry the Parallel Bird. Run, jump, spin and hop through 48 levels (plus tons of bonus levels) as you collecttreasure, grab billions of bananas and find more secret stuff than you've ever seen as you set off on the greatest DKC adventure yet. The final showdown with KAOS takes place in a cliff-top laboratory at the End of the World. It could get seriously ugly. Monkey mayhem lives on in this exotic island adventure!",Donkey Kong Country 3: Dixie Kong's Double Trouble,http://www.ign.com/games/donkey-kong-country-3/snes-578,http://retro.ign.com/articles/848/848225p1.html,26.99 USD,8.5,SNES Wii Wii U New 3DS GBA,"Nov 18, 1996","http://www.ign.com/games/super-mario-world/snes-6885,http://www.ign.com/games/donkey-kong-country/snes-6855,http://www.ign.com/games/donkey-kong-country-2/snes-6848,http://www.ign.com/games/super-mario-world/snes-6885,http://www.ign.com/games/legend-of-zelda-a-link-to-the-past/snes-6857,http://www.ign.com/games/earthbound/snes-6862",Great,8.7,,E for Everyone,Great
SEGA,Fighting,SEGA,"A downloadable version of the 1993 Genesis / Mega Drive game, provided through Nintendo's Virtual Console service.

This 2-D fighting game introduces a cast of different characters that met untimely deaths in their lives on Earth. Now they have been given a chance to compete against each other, with the winner taking on the Eternal Champion, the ultimate fighter in the universe. The reward for defeating the Eternal Champion is a return to Earth for the opportunity to avenge death and restore balance to the universe. Choose from nine unique characters with a variety of fighting styles, and bring your best moves to defeat all comers in your quest to topple the Eternal Champion.",Eternal Champions,http://www.ign.com/games/eternal-champions/wii-14222076,http://wii.ign.com/articles/843/843410p1.html,8 USD,6.0,Wii PC Gen,"December 3, 2007","http://www.ign.com/games/super-smash-bros-brawl/wii-748545,http://www.ign.com/games/project-m/wii-132552,http://www.ign.com/games/pokemon-rumble/wii-14356297,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Okay,6.5,"Animated Blood, Animated Violence",T for Teen,Okay
SNK Playmore,Action,SNK Playmore,"Xbox version of the classic sidescrolling 3D shooter. The evil General Morden is back... as is his depraved plan to establish a new world order. Join Marco, Tarma, Eri and Fio on their mission to stop this madman. Little do they know of what's in-store for them lurking behind the unfolding chaos. The action builds in momentum with every level and leads to a climax of an unprecedented blaze of firepower.

This Xbox edition features Xbox Live Leaderboards as well as the same bulletting 2D action across 5 stages as seen in arcades.",Metal Slug 3,http://www.ign.com/games/metal-slug-3/xbox-360-965215,http://xboxlive.ign.com/articles/843/843519p1.html,10 USD,7.4,Xbox 360 PS2 PC Vita iPhone Android NG Xbox DSi PS4 PS3 Arcade Switch,"January 2, 2008","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Good,7.9,"Animated Blood, Violence, Online Interactions Not Rated by the ESRB",T for Teen,Good
Brash Entertainment,Music,Sensory Sweep,"The Alvin and the Chipmunks video game follows Alvin, Simon, & Theodore on their latest mission to play during the battle of the bands event ""Rockathonapalooza"". As the Chipmunks perform in each of the video game's musical levels -- from school proms to Burning Man to Forest Arenas to the ultimate, Rockathonapalooza -- players are challenged to keep in rhythm with the music.  The combination of fun game play, a cool soundtrack and everyone's favorite Chipmunks, creates another way for the fans of Alvin, new and old, to enjoy and expand on their movie experience.

The Soundtrack for the Alvin and the Chipmunks video game features smash-hit songs spanning several decades and including popular billboard hits and cult favorites, sung in signature Chipmunk style, that give the video game a unique sound.  Some of the more than 40 songs include: All The Small Things (Blink 182), It's Tricky (Run DMC), Heartbreak Hotel (Elvis Presley) All Star (Smashmouth), Shiny Happy People (REM).",Alvin and the Chipmunks,http://www.ign.com/games/alvin-and-the-chipmunks/pc-956751,http://pc.ign.com/articles/843/843421p1.html,19.99 USD,2.2,PC PS2 NDS Wii,"December 4, 2007","http://www.ign.com/games/rocksmith/pc-103241,http://www.ign.com/games/just-dance-2017/pc-20054816,http://www.ign.com/games/kickbeat/pc-20012067,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Painful,2.7,Mild Lyrics,E for Everyone,Painful
Microsoft,Sports,Codemasters,"Alongside the usual mix of management and fast-paced field action, the special Live Arcade edition of World of Sensible Soccer will take the game online, offering head-to-head matches, friendlies, tournaments and custom leagues. If you'd rather be a billy-no-mates, World of Sensible Soccer's offline mode features the classic twenty-season career mode, offering up the chance to play as thousands of different teams.

The Xbox 360 game includes both hi-def visuals up to 720p and the ability to switch to the original game's retro graphics.",Sensible World of Soccer,http://www.ign.com/games/sensible-world-of-soccer/xbox-360-857424,http://xboxlive.ign.com/articles/843/843373p1.html,10 USD,7.9,Xbox 360 PC,"December 19, 2007","http://www.ign.com/games/madden-nfl-2013/xbox-360-128097,http://www.ign.com/games/nba-2k17/xbox-360-20052299,http://www.ign.com/games/2014-fifa-world-cup/xbox-360-20012689,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Good,7.4,,E for Everyone,Good
SEGA,Fighting,SEGA,"A mythical entity known as the Eternal Champion has summoned nine of the greatest warriors who ever lived and who are all dead now in order to find the one who is brave and noble enough to save the entire planet from impending doom. Through the tournament of the ETERNAL CHAMPIONS, one fighter will emerge and will have the chance to avenge his or her own death as they fight to save the planet. You can play as any of the nine characters, whose martial arts mastery cover the spectrum, from Praying Mantis Kung Fu to Kenpo to Ninjitsu. Each combatant has a unique set of special moves, and mastering each is paramount to winning the tournament. Whether you're playing alone or against a friend, you'll find plenty of intense fighting action with ETERNAL CHAMPIONS.",Eternal Champions,http://www.ign.com/games/eternal-champions/gen-6278,http://retro.ign.com/articles/848/848226p1.html,15.99 USD,6.0,Gen PC Wii,"Aug 14, 1993","http://www.ign.com/games/mortal-kombat-1/gen-6284,http://www.ign.com/games/mighty-morphin-power-rangers-the-movie/gen-6425,http://www.ign.com/games/super-street-fighter-ii-the-new-challengers/gen-6616,http://www.ign.com/games/sonic-the-hedgehog-2/gen-1344,http://www.ign.com/games/shining-force-ii/gen-6302,http://www.ign.com/games/sonic-knuckles/gen-1334",Good,7.4,"Blood, Animated Violence",T for Teen,Okay
Activision Value,"First-Person, Shooter",Magic Wand Productions,"The History Channel takes you to the Battle for the Pacific, where you can experience history brought to life in one of the defining campaigns of World War II. Relive epic land battles fought on some of the most brutal and unforgiving battlefields in recorded history. Play through the eyes of an American GI as you experience intense, no holds barred action against an opponent for which surrender isn't an option!",The History Channel: Battle for the Pacific,http://www.ign.com/games/the-history-channel-battle-for-the-pacific/wii-952275,http://wii.ign.com/articles/843/843522p1.html,39.99 USD,2.5,Wii Xbox 360 PC PS3 PS2,"November 30, 2007","http://www.ign.com/games/call-of-duty-modern-warfare-3/wii-114747,http://www.ign.com/games/goldeneye-007/wii-867280,http://www.ign.com/games/resident-evil-umbrella-chronicles/wii-827187,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Mediocre,5.3,"Blood, Mild Language, Violence",T for Teen,Painful
Konami,Action,NCsoft,"By the year 2065 Earth has split into two warring factions, but this time the battlefield stretches to the Moon and back. In fact, the Axis forces have developed a military stronghold on the Moon that is capable of launching a full-scale attack of gigantic battle cruisers. The Allies order a preemptive strike, and they call on the elite Cybernator force to carry out the mission. As a member of the unit, you've got to climb into your Cybernator a massive metal warrior five stories tall with a cockpit situated at the top, where you control all of its actions and head off to the battle. You'll have to fight your way through seven destructive levels of mechanized combat, collecting power-ups for your four weapons systems on the way. In CYBERNATOR, the war of the future, it's kill or be killed.",Cybernator,http://www.ign.com/games/assault-suits-valken/snes-8165,http://retro.ign.com/articles/848/848227p1.html,29.99 USD,7.5,SNES PS2 Wii Wii U,"Jan 1, 1991","http://www.ign.com/games/legend-of-zelda-a-link-to-the-past/snes-6857,http://www.ign.com/games/chrono-trigger/snes-6858,http://www.ign.com/games/super-metroid/snes-6886,http://www.ign.com/games/super-mario-world/snes-6885,http://www.ign.com/games/legend-of-zelda-a-link-to-the-past/snes-6857,http://www.ign.com/games/earthbound/snes-6862",Great,8.3,,,Good
Destineer,Racing,Torus Games,"In Indianapolis 500 Legends, players step into the lightning fast boots of 30 of the sport's most revered racing legends, such as Al Unser, A.J. Foyt and Parnelli Jones. The game makes use of the Wii's remote through pit-stop mini-games that include changing tires and refueling. The game also includes a healthy supply of unlockable Indy memorabilia.",Indianapolis 500 Legends,http://www.ign.com/games/indianapolis-500-legends/wii-908136,http://wii.ign.com/articles/844/844894p1.html,39.99 USD,5.8,Wii NDS,"December 18, 2007","http://www.ign.com/games/mario-kart-wii/wii-949580,http://www.ign.com/games/need-for-speed-undercover/wii-14234991,http://www.ign.com/games/need-for-speed-nitro/wii-14319197,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.8,Mild Violence,E for Everyone,Mediocre
Electronic Arts,Sports,EA Tiburon,"A superstar replacement for EA's NFL Street series, NFL Tour brings the spectacle of a traveling NFL road show alive, with intuitive controls, fast-paced gameplay, and visually stunning graphics. Gamers will be able to embark on a fictional NFL road show. With real NFL players as teammates, players will travel across the country to play against each of the NFL teams in newly designed stadiums. As players defeat each of the NFL squads, they come one step closer to winning a NFL contract.",NFL Tour,http://www.ign.com/games/nfl-tour/ps3-949522,http://ps3.ign.com/articles/844/844884p1.html,49.99 USD,4.5,PS3 Xbox 360,"January 8, 2008","http://www.ign.com/games/madden-nfl-2013/ps3-128098,http://www.ign.com/games/nba-2k17/ps3-20052297,http://www.ign.com/games/fifa-2013/ps3-115679,http://www.ign.com/games/amplitude-hd/ps3-20017510,http://www.ign.com/games/twisted-metal/ps3-951234,http://www.ign.com/games/sports-champions-2/ps3-135395,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Mediocre,5.9,"Mild Lyrics, Mild Violence",E for Everyone,Bad
Microsoft,Action,"Blueside, Phantagram","The fourth installment in the Kingdom Under Fire series. Unlike its RTS-style predecessors, Circle of Doom is an action RPG. Instead of controlling armies on large battlefields, you now play as an individual hero who grinds for experience, gold, and other useful items. Up to 4 players can team up for cooperative dungeon-crawling action via Xbox Live.",Kingdom Under Fire: Circle of Doom,http://www.ign.com/games/kingdom-under-fire-circle-of-doom/xbox-360-804099,http://xbox360.ign.com/articles/844/844610p1.html,59.99 USD,5.8,Xbox 360 PC,"January 8, 2008","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/borderlands-2/xbox-360-94188,http://www.ign.com/games/dark-souls-2-scholar-of-the-first-sin/xbox-360-20028122,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Okay,6.5,"Blood and Gore, Suggestive Themes, Violence",M for Mature,Mediocre
THQ,Action,Blitz Arcade,"In SpongeBob SquarePants: Underpants Slam!, players collect Lord of the Sea Neptune's underpants that have been spread across the sea bottom by a powerful storm current. The game features key locations from the series such as the Krusty Krab, the Flying Dutchman's ship and the depths of the new Treasure Room of Atlantis, where players will search for the bronze, silver and gold medallions. Players can gain special powers from pick-ups that allow movement at super speed, invincibility or the ability to steal pants from other players.

Game modes include single-player Quest and Time Trial Modes, as well as multiplayer Slam and Tag Modes.",SpongeBob SquarePants: Underpants Slam!,http://www.ign.com/games/spongebob-squarepants-underpants-slam/xbox-360-14213865,http://xboxlive.ign.com/articles/843/843358p1.html,10 USD,4.7,Xbox 360,"December 26, 2007","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Good,7.0,"Comic Mischief, Mild Cartoon Violence",E for Everyone,Bad
