publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Electronic Arts,"First-Person, Shooter","Danger Close, DICE  (Digital Illusions CE)","Medal of Honor leaves the WWII theater and enters the modern day setting of war-torn Afghanistan seen though the lens of a small band of fictional characters.

The new Medal of Honor introduces players to the Tier 1 Operator, an elite warrior and relatively unknown instrument of the U.S. Military that operates under the National Command Authority, taking on missions no one else can handle. In addition to a full single-player campaign mode, developer EALA has enlisted Battlefield creator EA DICE to supply the multiplayer experience of Medal of Honor. The game features a weapon customization system and a range of tactical and team-based modes for up to 24 players, including Team Assault, Combat Mission, and more.",Medal of Honor,http://www.ign.com/games/medal-of-honor-2010/xbox-360-37290,http://xbox360.ign.com/articles/112/1127285p1.html,59.99 USD,6.0,Xbox 360 PC PS3,"October 12, 2010","http://www.ign.com/games/halo-4/xbox-360-110563,http://www.ign.com/games/gears-of-war-judgment/xbox-360-135402,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Good,7.7,"Blood, Strong Language, Violence",M for Mature,Okay
Microsoft Game Studios,Action,Remedy,"The Writer is the final episodic chapter of DLC for Alan Wake, Remedy and Microsoft's harrowing horror action game. The game features the song ""The Darkest Star"" by Depeche Mode.",Alan Wake: The Writer,http://www.ign.com/games/alan-wake-the-writer/xbox-360-78426,http://xboxlive.ign.com/articles/112/1127375p1.html,7 USD,8.0,Xbox 360,"October 12, 2010","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Great,8.3,"Blood, Language, Use of Alcohol and Tobacco, Violence",T for Teen,Great
Capcom,Action,Capcom,"Capcom's popular samurai action series Sengoku Basara (also known as Devil Kings), makes its first appearance on Wii. Set during a tumultuous period of Japanese history, Sengoku Basara Samurai Heroes allows players to take up the swords of more than a dozen fierce samurai warriors in huge battles against hundreds of opponents. Players will be able to unlock playable characters, as well as supporting generals who will make it easier to command and lead armies with the ultimate goal of re-writing history to rule all of 16th century Japan. The action is fast-paced and stylish, taking combat cues from producer Hiroyuki Kobayashi's other big series, Devil May Cry.",Sengoku Basara: Samurai Heroes,http://www.ign.com/games/sengoku-basara-samurai-heroes/wii-14222659,http://wii.ign.com/articles/112/1127386p1.html,39.99 USD,4.5,Wii PS3,"October 12, 2010","http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155,http://www.ign.com/games/the-legend-of-zelda-twilight-princess/wii-748589,http://www.ign.com/games/the-legend-of-zelda-ocarina-of-time/wii-865246,http://www.ign.com/games/the-last-story/wii-59789,http://www.ign.com/games/the-legend-of-zelda-skyward-sword/wii-872155",Good,7.7,"Mild Language, Mild Suggestive Themes, Violence",T for Teen,Bad
DreamCatcher Interactive,Action,Spellbound,"Arcania is a Fantasy Action game set in a rich world where an entire kingdom's future is at stake Build your strength and learn the skills needed to become a hero as you challenge a mighty king and uncover his dark secrets. Travel through a land of different climate zones, abundant flora and fauna, subterranean vaults, and unique towns and castles where clouds darken the skies, weather effects such as wind and heavy rain influence an endlessly fascinating game world, day and night cycles, and a stunning display of light and shadow. As you battle the monsters and villains of the land and meet a host of unique characters, will you be able to right the King's wrongdoings and, above all, what choices will lead you there?",Arcania: Gothic IV,http://www.ign.com/games/arcania-gothic-iv/pc-908255,http://pc.ign.com/articles/112/1127303p1.html,49.99 USD,7.5,PC PS4 PS3 Xbox 360,"October 19, 2010","http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/metal-gear-solid-5/pc-20023125,http://www.ign.com/games/resident-evil-7/pc-20054862,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/dark-souls-3/pc-20038753,http://www.ign.com/games/nier-automata/pc-20057489,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Okay,6.8,"Alcohol Reference, Blood, Language, Use of Tobacco, Violence",T for Teen,Good
Capcom,Action,Capcom,"Capcom's popular samurai action series Sengoku Basara (also known as Devil Kings), makes its first appearance on the PlayStation 3 computer entertainment system. Set during a tumultuous period of Japanese history, Sengoku Basara Samurai Heroes allows players to take up the swords of more than a dozen fierce samurai warriors in huge battles against hundreds of opponents. Players will be able to unlock playable characters, as well as supporting generals who will make it easier to command and lead armies with the ultimate goal of re-writing history to rule all of 16th century Japan. The action is fast-paced and stylish, taking combat cues from producer Hiroyuki Kobayashi's other big series, Devil May Cry. In addition to an extensive single-player campaign, the PlayStation 3 edition also offers online co-op gameplay.",Sengoku Basara: Samurai Heroes,http://www.ign.com/games/sengoku-basara-samurai-heroes/ps3-27055,http://ps3.ign.com/articles/112/1127364p1.html,39.99 USD,4.5,PS3 Wii,"October 12, 2010","http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/metal-gear-solid-5/ps3-149839,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.8,"Mild Language, Mild Suggestive Themes, Violence",T for Teen,Bad
Electronic Arts,"First-Person, Shooter","Danger Close, DICE  (Digital Illusions CE)","Operating directly under the National Command Authority, a relatively unknown entity of handpicked warriors are called on when the mission must not fail. They are the Tier 1 Operators.

Over 2 million Soldiers, Sailors, Airmen and Marines wear the uniform. Of those, approximately 50 thousand fall under the direct control of the Special Operations Command. The Tier 1 Operator functions on a plane of existence above and beyond even the most highly trained Special Operations Forces. Their exact numbers, while classified, hover in the low hundreds. They are living, breathing, precision instruments of war. They are experts in the application of violence. The new Medal of Honor is inspired by and has been developed with Tier 1 Operators from this elite community. Players will step into the boots of these warriors and apply their unique skill sets to a new enemy in the most unforgiving and hostile battlefield conditions of present day Afghanistan. There is a new enemy. There is a new war. There is a new warrior. He is Tier 1.",Medal of Honor,http://www.ign.com/games/medal-of-honor-2010/ps3-37293,http://ps3.ign.com/articles/112/1127112p1.html,59.99 USD,6.0,PS3 Xbox 360 PC,"October 12, 2010","http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/ps3-20007854,http://www.ign.com/games/far-cry-4/ps3-20018319,http://www.ign.com/games/dust-514/ps3-27062,http://www.ign.com/games/grand-theft-auto-online/ps3-20006859,http://www.ign.com/games/metal-gear-online-mgs5/ps3-20028682,http://www.ign.com/games/the-elder-scrolls-v-skyrim-dragonborn/ps3-146419",Good,7.7,"Blood, Strong Language, Violence",M for Mature,Okay
Electronic Arts,"First-Person, Shooter","Danger Close, DICE  (Digital Illusions CE)","Operating directly under the National Command Authority, a relatively unknown entity of handpicked warriors are called on when the mission must not fail. They are the Tier 1 Operators.

Over 2 million Soldiers, Sailors, Airmen and Marines wear the uniform. Of those, approximately 50 thousand fall under the direct control of the Special Operations Command. The Tier 1 Operator functions on a plane of existence above and beyond even the most highly trained Special Operations Forces. Their exact numbers, while classified, hover in the low hundreds. They are living, breathing, precision instruments of war. They are experts in the application of violence. The new Medal of Honor is inspired by and has been developed with Tier 1 Operators from this elite community. Players will step into the boots of these warriors and apply their unique skill sets to a new enemy in the most unforgiving and hostile battlefield conditions of present day Afghanistan.

There is a new enemy. There is a new war. There is a new warrior. He is Tier 1.",Medal of Honor,http://www.ign.com/games/medal-of-honor-2010/pc-37294,http://pc.ign.com/articles/112/1127381p1.html,59.99 USD,6.5,PC Xbox 360 PS3,"October 12, 2010","http://www.ign.com/games/ghost-recon-wildlands/pc-20038799,http://www.ign.com/games/tom-clancys-the-division/pc-20004178,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/pc-20007853,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.5,"Blood, Strong Language, Violence",M for Mature,Okay
DreamCatcher Interactive,Action,Spellbound,"Arcania is a Fantasy Action game set in a rich world where an entire kingdom's future is at stake Build your strength and learn the skills needed to become a hero as you challenge a mighty king and uncover his dark secrets. Travel through a land of different climate zones, abundant flora and fauna, subterranean vaults, and unique towns and castles where clouds darken the skies, weather effects such as wind and heavy rain influence an endlessly fascinating game world, day and night cycles, and a stunning display of light and shadow. As you battle the monsters and villains of the land and meet a host of unique characters, will you be able to right the King's wrongdoings and, above all, what choices will lead you there?",Arcania: Gothic IV,http://www.ign.com/games/arcania-gothic-iv/xbox-360-908256,http://xbox360.ign.com/articles/112/1127292p1.html,59.99 USD,7.0,Xbox 360 PS4 PS3 PC,"October 19, 2010","http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/metal-gear-solid-5/xbox-360-149842,http://www.ign.com/games/borderlands-2-the-horrible-hunger-of-the-ravenous-wattle-gobbler/xbox-360-20007855,http://www.ign.com/games/borderlands-2/xbox-360-94188,http://www.ign.com/games/dark-souls-2-scholar-of-the-first-sin/xbox-360-20028122,http://www.ign.com/games/grand-theft-auto-online/xbox-360-20006860,http://www.ign.com/games/metal-gear-online-mgs5/xbox-360-20028684,http://www.ign.com/games/halo-4/xbox-360-110563",Good,7.0,"Alcohol Reference, Blood, Language, Use of Tobacco, Violence",T for Teen,Good
Com2Us,Puzzle,Com2Us,Slice It is a gamen where you slice different figures into the same ratio or surface area.,Slice It,http://www.ign.com/games/slice-it/iphone-86842,http://wireless.ign.com/articles/112/1122079p1.html,,8.5,iPhone 3DS,"August 31, 2010","http://www.ign.com/games/angry-birds-2/iphone-20040423,http://www.ign.com/games/valiant-hearts-the-great-war/iphone-20022991,http://www.ign.com/games/road-not-taken/iphone-168116,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Good,7.9,No Descriptors,E for Everyone,Great
Acne Play,Platformer,Acne Play,"A thief has stolen the pizza present! Oh no! You are forced to chase it through levels filled with threats and dangers but to your advantage you can throw bottles of soda.

Watch out for evil birds and furious dogs while you collect pizza slices and strawberries in a yummy mix. And don't forget to keep an eye out for lost kittens on your way ahead. In miraculous surroundings Pizza Boy is a true retro game sensation.",Pizza Boy,http://www.ign.com/games/pizza-boy/iphone-86751,http://wireless.ign.com/articles/112/1121615p1.html,1.99 USD,8.0,iPhone,"September 17, 2010","http://www.ign.com/games/limbo/iphone-20001397,http://www.ign.com/games/super-mario-run/iphone-20058495,http://www.ign.com/games/badland/iphone-144795,http://www.ign.com/games/fallout-shelter/iphone-20038711,http://www.ign.com/games/lego-batman-3-beyond-gotham/iphone-20031090,http://www.ign.com/games/the-walking-dead-the-game/iphone-150119",Good,7.9,,,Great
