publisher,genres,developers,description,title,url,review_link,price,ign_score,platforms,release_date,related_games,community_score_phrase,community_score,rating_content,rating_category,ign_score_phrase
Electronic Arts,Racing,Milestone,"Featuring new bikes, riders, and tracks from the 2000 SBK season, plus improved handling, dramatically realistic crashes, and in-depth telemetry and bike setup for the expert Superbike racer, Superbike 2001 is set to strengthen its hold as the best game of its type. Setup features including rake, trail, 8 suspension settings, gear ratios, front and rear tire compounds, and the ability to save and load settings.",Superbike 2001,http://www.ign.com/games/superbike-2001/pc-15153,http://pc.ign.com/articles/165/165153p1.html,,9.0,PC,"Sep 27, 2000","http://www.ign.com/games/forza-horizon-3/pc-20054784,http://www.ign.com/games/flatout-4/pc-20068143,http://www.ign.com/games/ubisoft-the-crew/pc-20000080,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Good,7.8,No Descriptors,E for Everyone,Amazing
Electronic Arts,Racing,Black Box,"EA's NASCAR 2001 combines the best aspects of an arcade-style racer with a true simulation experience you won't soon forget. From the moment you grab the wheel, you have complete control. Chose either quick race, single-player race, single-player season, two-player race, or two-player season and sit back and enjoy the ride. NASCAR 2001 features 37 teams and drivers, including Dale Jarrett, Bobby Labonte, and Sterling Martin. And just like in real life, Rusty Wallace and Dale Earnhardt, Jr. hog the lines, while Jeff Gordon and Mark Martin show the reserved tendencies that make them excellent for the long haul. As if that weren't enough, you can also create your own drivers as well. In terms of track selection, the speedways at Daytona, Darlington, North Carolina, California, Miami, Michigan, Phoenix, Richmond, Talladega, Watkins Glen, Pocono Raceway, Atlanta, Bristol, Lowe's, Texas, Sears Point, and Las Vegas represent the game's 17 real-world tracks all of which may be raced in day or night conditions. The graphical might of the PS2 has helped EA make NASCAR 2001 one of the hottest, most thoroughly enjoyable racing games on the market today.",NASCAR 2001,http://www.ign.com/games/nascar-2001/ps-14652,http://psx.ign.com/articles/164/164652p1.html,32.99 USD,8.1,PS PS2,October 2000,"http://www.ign.com/games/gran-turismo-1998/ps-2226,http://www.ign.com/games/crash-team-racing/ps-11595,http://www.ign.com/games/gran-turismo-2/ps-11426,http://www.ign.com/games/final-fantasy-vii/ps-494,http://www.ign.com/games/final-fantasy-viii/ps-3847,http://www.ign.com/games/baldurs-gate/ps-13673",Good,7.4,,E for Everyone,Great
Hasbro Interactive,Strategy,Microprose,"Loopy Landscapes is an expansion for RollerCoaster Tycoon. It adds Rocket Ships, Medieval Castles and Winter Wonderlands environments. Build landscapes, provide more shops, stalls on thirty (30) new scenarios filled with new exciting challenges.",RollerCoaster Tycoon: Loopy Landscapes,http://www.ign.com/games/rollercoaster-tycoon-gold-edition/pc-15307,http://pc.ign.com/articles/165/165307p1.html,14.99 USD,8.2,PC,"Sep 30, 2000","http://www.ign.com/games/halo-wars-2/pc-20041132,http://www.ign.com/games/starcraft-remastered/pc-20066763,http://www.ign.com/games/rome-total-war-2/pc-136961,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.5,Mild Animated Violence,E for Everyone,Great
3DO,Action,2n,"GOBS OF GAMES brings many childhood games to the Game Boy Color. The 16 different games are broken into four categories: Paper games, Peg games, Puzzle games, and Board games. The Paper games include Hangman, Dot Boxes, Triangle Boxes, Share, Color Snakes, and Tic-Tac-Toe. Peg Game is a series of boards in which the goal is to remove all of the pegs by jumping over them. Scramble and Move It are Puzzle games, and the only Board game is Checkers. All of the games can be played solo, but some can also played against another person via a link cable. Try to relive your younger days with GOBS OF GAMES.",Gobs of Games,http://www.ign.com/games/gobs-of-games-167832/gbc-14842,http://gameboy.ign.com/articles/164/164842p1.html,35.99 USD,5.0,GBC,September 2000,"http://www.ign.com/games/the-legend-of-zelda-oracle-of-seasons/gbc-16042,http://www.ign.com/games/the-legend-of-zelda-oracle-of-ages/gbc-16041,http://www.ign.com/games/batman-chaos-in-gotham/gbc-14474,http://www.ign.com/games/pokemon-silver-version/gbc-16709,http://www.ign.com/games/pokemon-gold-version/gbc-12865,http://www.ign.com/games/pokemon-crystal-version/gbc-15402",,,,E for Everyone,Mediocre
Electronic Arts,"Extreme Sports, Sports",EA Canada,"The first original sports title for the PS2 from Electronic Arts Canada,

combines high-speed snowboard racing with insane big air tricks on what is best described as an exaggerated snow-covered motocross track. Three different gameplay modes and seven different courses stretch the barriers of reality as eight international racers strap onto their boards and go zooming and tricking down the mountain. Up to two players can compete in contact racing with tight split-screen craziness, and the game's soundtrack led by Mix Master Mike of the Beastie Boys and Rahzel of the Roots matches the fast-paced action of

quite loudly.",SSX [2000],http://www.ign.com/games/ssx-2000/ps2-14022,http://ps2.ign.com/articles/164/164022p1.html,4.99 USD,9.3,PS2,"October 17, 2000","http://www.ign.com/games/madden-nfl-2001/ps2-14286,http://www.ign.com/games/tony-hawks-underground/ps2-545800,http://www.ign.com/games/tony-hawks-pro-skater-4/ps2-482065,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.8,"Comic Mischief, Mild Animated Violence, Mild Language",E for Everyone,Amazing
Namco,Fighting,Namco,"is a lightning fast port of the arcade game that boasts a 20-fighter plus cast of characters and one of the most famous control methods in gaming -- one button per limb. In addition, it has evolved from a conventional one-to-one competition into a tag battle with two characters for each team. Gamers can even choose to play against three friends using a multi-tap, participate in a traditional two-player tournament, or hone their fighting skills against the computer. Other features for

include enhanced visuals over the arcade version and additional game modes.",Tekken Tag Tournament,http://www.ign.com/games/tekken-tag-tournament/ps2-13946,http://ps2.ign.com/articles/163/163946p1.html,19.99 USD,8.7,PS2 Arcade,"October 26, 2000","http://www.ign.com/games/tekken-5/ps2-681191,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/dragon-ball-z-budokai-3/ps2-679951,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Great,8.6,Animated Violence,T for Teen,Great
Capcom,Fighting,Arika,"Capcom's legendary fighting series heralds a new generation of games in

. Awe-inspiring realism and unbelievable graphics bring the world of

to life in this amazing tag-team free-for-all. Choose from 16 characters to play 1-on-1, 2-on-1 and even 1-on-3 battles! Loaded with four modes of play and new enhancements like the Critical Parade and Emotional Flow super moves,

is one of the first of its kind on PlayStation 2.",Street Fighter EX 3,http://www.ign.com/games/street-fighter-ex-3/ps2-13746,http://ps2.ign.com/articles/163/163746p1.html,12.99 USD,5.0,PS2,"October 16, 2000","http://www.ign.com/games/tekken-5/ps2-681191,http://www.ign.com/games/mortal-kombat-shaolin-monks/ps2-709115,http://www.ign.com/games/dragon-ball-z-budokai-3/ps2-679951,http://www.ign.com/games/shin-megami-tensei-persona-4/ps2-14241813,http://www.ign.com/games/god-of-war-ii/ps2-811719,http://www.ign.com/games/god-of-war-ii/ps2-888576",Okay,6.7,Animated Violence,T for Teen,Mediocre
Activision,"Extreme Sports, Sports","Neversoft Entertainment, LTI Gray Matter","While Tony Hawk's Pro Skater put extreme sports on the videogame map, Tony Hawk's Pro Skater 2 redefined an already great game. Its addition of stellar new features (like Create-A-Park), and great gameplay tweaks (the manual maneuver will be copied for years to come) made it the best installment in a killer series of games. Anyone who has ever skated the Philadelphia level will agree -- this game is a masterpiece of level design. Hell, it's a masterpiece all around. There isn't a bad park or dull moment, just pure gaming nirvana. Developed by Neversoft Entertainment, THPS2 came out in 2000 across a range of platforms.",Tony Hawk's Pro Skater 2,http://www.ign.com/games/tony-hawks-pro-skater-2/pc-14166,http://pc.ign.com/articles/164/164166p1.html,19.99 USD,9.3,PC DC GBA iPhone Mac PS N64 GBC Xbox,"Oct 24, 2000","http://www.ign.com/games/nba-2k17/pc-20052300,http://www.ign.com/games/pro-evolution-soccer-2017/pc-20054110,http://www.ign.com/games/wwe-2k17/pc-20063609,http://www.ign.com/games/grand-theft-auto-online/pc-20019837,http://www.ign.com/games/mass-effect-andromeda/pc-20034220,http://www.ign.com/games/the-witcher-3-wild-hunt-blood-and-wine/pc-20035505",Great,8.6,"Mild Animated Violence, Mild Language",T for Teen,Amazing
Infogrames,Racing,Eden Games,"Like its predecessors, V-Rally is a mixture between a rally simulation and an arcade racer. You get all the goods you'd expect from a good rally sim, including point-to-point races against the clock, car customization, real-time damage and repairs, and a slew of real-life rally cars by Nissan, Mitsubishi, Toyota, Subaru, Renault, Seat, Skoda, Hyundai, Ford, Fiat, Peugeot, Citroen, Vauxhall, Lancia and Audi. But don't worry if you've tried your hand at Sega Rally 2 and you couldn't really get into it -- V-Rally is a much more accessible game. One of V-Rally's biggest attractions is its better sense of speed. Heightened by a super-smooth framerate and often insanely narrow tracks, rushing down unpaved backroads in a 300 HP WRC car should put a smile on any Dreamcast owner's face.",Test Drive V-Rally,http://www.ign.com/games/test-drive-v-rally/dc-14348,http://dreamcast.ign.com/articles/164/164348p1.html,39.99 USD,9.0,DC,"October 18, 2000","http://www.ign.com/games/crazy-taxi/dc-12006,http://www.ign.com/games/san-francisco-rush-2049/dc-13634,http://www.ign.com/games/yume-uma-ken-99-internet-142167/dc-13795,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Great,8.3,,E for Everyone,Amazing
SEGA,Music,Sonic Team,"Dreamcast's arcade-perfect port of the classic maracas-shaking hit from Japan. Using special maracas controllers and a mat, players perform to rhythmic music in front of their TVs, shaking maracas in all directions and striking poses at key moments. The game supports two-player simultaneous play and comes packed with a full complement of Latin and moder music.",Samba de Amigo,http://www.ign.com/games/samba-de-amigo/dc-14748,http://dreamcast.ign.com/articles/164/164748p1.html,49.95 USD,9.5,DC Arcade Cell,"October 18, 2000","http://www.ign.com/games/space-channel-5/dc-14181,http://www.ign.com/games/space-channel-5-part-2/dc-488915,http://www.ign.com/games/cool-cool-toon-167929/dc-14240,http://www.ign.com/games/baldurs-gate/dc-12490,http://www.ign.com/games/nba-2k1/dc-14602,http://www.ign.com/games/marvel-vs-capcom-clash-of-super-heroes/dc-9967",Great,8.8,Comic Mischief,E for Everyone,Amazing
